artist,genre,title,album,year,lyrics,Amazement,Calmness,Joyful activation,Nostalgia,Power,Sadness,Solemnity,Tenderness,Tension
Luke Bryan,Country,Crash My Party,Crash My Party,2013.0,"It don't matter what plans I got, I can break 'em. Yeah, I can turn this thing around at the next red light. And I don't mind telling all the guys ""I can't meet 'em"". Hell, we can all go raise some hell any other night. Girl, I don't care, oh, I just gotta see what you're wearing. Your hair, is it pulled up or falling down? Oh, I just have to see it now. If you wanna call me, call me, call me. You don't have to worry 'bout it, baby. You can wake me up in the dead of the night. Wreck my plans, baby that's alright. This is a drop everything kind of thing. Swing on by I will pour you a drink. The door's unlocked. I'll leave on the lights. Baby, you can crash my party anytime. Ain't a spot downtown that's rockin' the way that you rock me. Ain't a bar that can make me buzz the way that you do. I could be on the front row of the best show. And look down and see your face on my phone. And I'm gone so long, hang on. I'll meet you in a minute or two. If it's two in the morning and you're feeling lonely. And wondering what I'm doing.",1,1,1,0,0,0,0,1,0
Johnny Cash,Country,Heart of Gold,Unearthed 2: Trouble in Mind,2003.0,I want to live. I want to give. I've been a miner. For a heart of gold. It's these expressions. I never give. That keeps me searching. And I'm getting old. Keeps me searching. I've been to Hollywood. I've been to Redwood. I crossed the ocean. I've been in my mind. It's such a fine line. Keep me searching. You keep me searching.,0,1,0,1,0,0,1,0,1
The Smiths,Rock,This Night Has Opened My Eyes,Hatful of Hollow,1984.0,"In a river the color of lead. Immerse the baby's head. Wrap her up in the News Of The World. Dump her on a doorstep, girl. This night has opened my eyes. And I will never sleep again. You kicked and cried like a bullied child. A grown man of twenty-five. Oh, he said he'd cure your ills. But he didn't and he never will. Oh, save your life. Because you've only got one. The dream has gone. But the baby is real. Oh, you did a good thing. She could have been a poet. Or, she could have been a fool. Oh, you did a bad thing. And I'm not happy. And I'm not sad. A shoeless child on a swing. Reminds you of your own again. She took away your troubles. Oh, but then again. She left pain. Ohhhhhh, please save your life. Oh oh. Ohhhh. Oh la la. Ohhhhh.",0,0,0,0,0,1,0,0,1
Wyclef Jean,Hip-Hop,I Swear,J’ouvert,2016.0,"I swear. Girl I swear. And I swear. Ain't nobody breakin' us up. I'ma stay with you forever, girl. Know that you were here from the start. You ain't goin' nowhere. I don't care. What they wanna say about us. We gon' always be together, girl. Girl, you got the key to the lock. You the reason that the playboy stop. You're the reason that I'm not on the corner. Selling me marijuana. You give me a reason to live. You the reason that I never did a bid. And even if they wanna judge. You the reason that I love. And I swear (I swear). I don't care (don't care). And I swear.. Hey, honeymoon, sprinklin' flowers over you. Stand on the couch, baby, I'm wildin' over you. Take everything, bae, I'm a coward over you. Jewelry so wet, you need a towel over you. Take you out your mama house, baby smile. East coast, West coast, goin' shoppin'. Change the way that you dress, Thousand Island. Let you take over, I no longer need an accountant. Lord, you really really be wild. Private 'round the world, they can't over see us. She got water like a boat, nickname it Aaliyah. They can't see us, they can't be us, babygirl. Gettin' top, no way ride, ride. Forth fifth homocide, ahh. Skrrt, skrrt, skrrt. Ride silver, ride it, ride it, try to feel the ride ay. Breakfast while she lyin' in bed. Aw baby I swear. What they say about us. We gon' be together, ayy. Konpa, mete yo sou bit la (Compas, got them on the beat). Pa gen moun ki ka separe n' (No one can separate us ). N'ape toujou rete ansanm (We will always stay together). Yo met fe konplo pou kraze n' (Even if they plot to break us). We gon' always be together girl. And I swear (Ayy). (I swear, I swear).",0,0,1,0,0,0,0,1,0
Jimmy Cliff,Reggae,Sitting in Limbo,Another Cycle,,"Sitting here in limbo. But I know it won't be long. Like a bird without a song. Well, they're putting up a resistance. But I know that my faith will lead me on. Waiting for the dice to roll. Yeah, now, sitting here in limbo. Got some time to search my soul. I don't know where life will leave me. But I know where I have been. I can't say what life will show me. But I know what I have seen. Tried my hand at love and friendship. But all that is past and gone. This little boy is moving on. Waiting for the tide to flow. Knowing that I have to go. I don't know where life will take me. I don't know what life will show me. That is past and gone. And now it's time to move along. Gonna lead me on now. Meanwhile, they're putting up resistance. Sitting in limbo, limbo, limbo. Meanwhile, they're putting up a resistance.",0,1,0,1,0,0,1,0,0
John Denver,Country,"Take Me Home, Country Roads","Poems, Prayers & Promises",1971.0,"Almost heaven, West Virginia. Blue Ridge Mountains, Shenandoah River. Life is old there, older than the trees. Younger than the mountains, growing like a breeze. Country roads, take me home. To the place I belong. West Virginia, mountain mamma. Take me home, country roads. All my memories gather 'round her. Miner's lady, stranger to blue water. Dark and dusty, painted on the sky. Misty taste of moonshine, teardrops in my eyes. I hear her voice in the morning hour she calls me. The radio reminds me of my home far away. Driving down the road I get a feeling. That I should have been home yesterday, yesterday. Take me home, (down) country roads.",0,1,0,1,0,0,1,1,0
Alan Jackson,Country,Livin’ On Love,Who I Am,1994.0,"Two young people without a thing. Say some vows and spread their wings. Settle down with just what they need. Livin' on love. She don't care 'bout what's in style. She just likes the way he smiles. It takes more than marble and tile. Livin' on love, buyin' on time. Without somebody nothing ain't worth a dime. Just like an old fashion story book rhyme. It sounds simple, that's what you're thinkin'. But love can walk through fire without blinkin'. It doesn't take much when you get enough. Two old people without a thing. Children gone but still they sing. Side by side in that front porch swing. He can't see anymore. She can barely sweep the floor. Hand in hand they'll walk through that door. Just livin' on love. It sounds simple that's what you're thinkin'. No it doesn't take much when you get enough.",1,0,1,0,0,0,0,1,0
The Church,Rock,"North, South, East And West",Starfish,1988.0,"A war's being waged and the world's just a stage. (In this city). The real estate's prime, the number plates rhyme. (Liquidity). Wear a gun and be proud, but bare breasts aren't allowed. Dream up a scam and then rake in the clams. (It's neither here nor there). It's neither here nor there. North and south and east and west. (It has to be somewhere). It ought to be somewhere. I take my payment, I catch my flight. And don't wait up for me tonight. (And you might find me there). And you might find me there. Have a quick throw or host your own show. To a wolf from a lamb, for just half a gram. The face of today just a scalpel away, hey. Restore your lost soul for two dollars plus toll. Backs are patted when calves are fatted. The emperor's clothes are host for the proles. The guys with the brains are all bitter and vain. (Stupidity). The guys with the luck got the bimbos and bucks. North, south, east, west.",0,0,0,0,1,1,0,0,1
The Kinks,Rock,The Village Green Preservation Society,The Kinks Are The Village Green Preservation Society,1968.0,"We are the Village Green Preservation Society. God save Donald Duck, Vaudeville and Variety. We are the Desperate Dan Appreciation Society. God save strawberry jam and all the different varieties. Preserving the old ways from being abused. Protecting the new ways for me and for you. What more can we do. We are the Draught Beer Preservation Society. God save Mrs. Mopp and good Old Mother Riley. We are the Custard Pie Appreciation Consortium. God save the George Cross and all those who were awarded them. We are the Sherlock Holmes English Speaking Vernacular. Help save Fu Manchu, Moriarty and Dracula. We are the Office Block Persecution Affinity. God save little shops, china cups and virginity. We are the Skyscraper condemnation Affiliate. God save Tudor houses, antique tables and billiards. God save the Village Green.",0,1,0,1,0,1,0,0,0
Snoop Dogg,Hip-Hop,Gz and Hustlas,Doggystyle,1993.0,"This is for the Gz, and this is for the Hustlas. This is for the hustlas, now back to the Gz. This is for the hustlas now back to the Gz. Freeze, at ease, now let me drop some more of them keys. It's 1-9-9-tre so let me just play. It's Snoop Dogg, I'm on the mic, I'm back with Dr. Dre. But this time I'mma hit yo' ass with a touch. To leave motherfuckers in a daze, fucked up. So sit back relax new jacks get smacked. It's Snoop Doggy Dogg I'm at the top of the stack. I don't lack for a second, and I'm still checkin'. The dopest motherfucker that ya hearin' on the record. It's me, ya see, S-N-double-O-P. D-O-double-G-Y, the D-O-double-G. I'm fly as a falcon, soarin' through the sky. And I'm high till I dizzie, rizzide. So check it, I get busy, I make your head dizzy. I blow up your mouth like I was Dizzy Gillespie. I'm crazy, you can't phase me. I'm the S oh yes, I'm fresh, I don't fuck with the stress. I'm all about the chronic, bionic ya see. Every single day, chillin' with the D-O-double-G's. P-O-U-N-D that's my clique, my crew. You fuck with us, we gots to fuck you up. I thought ya knew, but yet and still. Ya wanna get real, now it's time to peel, ya say chill. And feel, the motherfuckin' realism. Snoop Doggy Dogg is on the mic I'm hittin' hard as steel nigga. How many hoes in your motherfuckin group. Wanna take a ride in my 7-8 Coupe, DeVille. Chill, as I take you on a trip. Where them niggas ride, and slide, you know about the East Side. Niggas like myself, here to show you where it's at. With my hoes on my side, and my strap on my back. Papers I stack daily, and Death Row is still the label that pays me. But you know how that goes. We flow toe for toe, if you ain't on the Row. Fuck you and your ho, really doe, so check it. It's Snoop Doggy Dogg on the solo tip. Still clockin' grip, and don't really give a sheeit. About nuttin' at all, just my Doggs, steppin' through the fog. And I'm still gonna fade em all. With the gangsta shit that keeps ya hangin'. How many hoes in ninety-four will I be bangin'? Every single one, to get the job done. As I dip, skip, flip, right back to two one. Where the sun be shinin' and I be ryhmin'. It's me, Snoop D-O-double-G, and I'm climbin'. I come creepin' through the fog with my saggin' deuce. East Side, Long Beach, in a 7-8 Coupe DeVille. I'm rollin' with the G Funk, bumpin' in my shit and it don't quit. So drop it on the one motherfucker put together that set. A nigga with a grip of that gangsta shit. With the Eastside hoes on my motherfuckin' dick. And the Compton niggas all about to set trip. Swing it back, bring it back, just like this. And if you with my shit, then blaze up another spliff. And keep the motherfuckin' blunt in your pocket loc. 'Cuz Doggy Dogg is all about the zig zag smoke. See it's a West coast thing, where I'm from. And if you want some, get some, bad enough, take some. But watch the gun by my side. Because it represents me and the motherfuckin' East Side. So bow down to the bow wow, cause bow wow. Yippie yo, you can't see my flow. My shit is dope, original, now you know. And can't no hood fuck with Death Rizzow.",0,1,1,0,1,0,0,0,1
Pearl Jam,Rock,Porch,Ten,1991.0,"What the fuck is this world running to? You didn't leave a message. At least I could have learned your voice one last time. Daily minefield, this could be my time by you. Would you hit me? Oh, oh-oh. Oh, oh-oh, aw. All the bills go by and initiatives are taken up. By the middle there ain't gonna be any middle anymore. And the cross I'm bearing home. Ain't indicative of my place. Left the porch, left the porch. Hear my name, take a good look. This could be the day. Hold my hand, walk beside me. I just need to say. Hold my hand, lie beside me. I could not take, oh, just one day. I know when I would not ever. Touch you, hold you, feel you in my arms. Never again. Yeah, yeah, yeah.",0,0,0,1,0,1,1,0,1
Pearl Jam,Rock,Just Breathe,Backspacer,2009.0,"Yes I understand that every life must end, uh-huh. As we sit alone, I know someday we must go, uh-huh. Oh I'm a lucky man to count on both hands the ones I love. Some folks just have one, yeah others they've got none. Stay with me. Let's just breathe. Practiced are my sins, never gonna let me win, uh-huh. Under everything, just another human being, uh-huh. Yeah I don't wanna hurt, there's so much in this world to make me bleed. You're all I see. Did I say that I need you? Did I say that I want you? Oh, if I didn't I'm a fool you see. No one knows this more than me. As I come clean. I wonder everyday, as I look upon your face, uh-huh. Everything you gave and nothing you would take, oh no. Nothing you would take. Everything you gave. Oh, did I say that I want you? As I come clean, ah. Hold me til I die. Meet you on the other side.",0,0,0,1,0,1,0,1,0
The Cure,Rock,Fascination Street,Disintegration,1989.0,"Oh, it's opening time down on Fascination Street. So let's cut the conversation and get out for a bit. Because I feel it all fading and paling, and I'm begging. To drag you down with me to kick the last nail in. Yeah, I like you in that like I like you to scream. But if you open your mouth, then I can't be responsible. For quite what goes in or to care what comes out. So just pull on your hair, just pull on your pout. And let's move to the beat like we know that it's over. If you slip going under, slip over my shoulder. So just pull on your face, just pull on your feet. And let's hit opening time down on Fascination Street. So pull on your hair, pull on your pout. Cut the conversation, just open your mouth. Down on Fascination Street.",0,0,1,0,0,1,0,1,1
Bob Marley & The Wailers,Reggae,Buffalo Soldier,Confrontation ,1983.0,"Buffalo soldier, dreadlocked rasta. There was a Buffalo Soldier in the heart of America. Stolen from Africa, brought to America. Fighting on arrival, fighting for survival. I mean it, when I analyse the stench. To me it makes a lot of sense. How the dreadlocked rasta was a Buffalo Soldier. And he was taken from Africa, brought to America. Said it was a Buffalo Soldier, dreadlocked Rasta. Buffalo Soldier in the heart of America. If you know your history. Then you would know where you're coming from. Then you wouldn't have to ask me. Who the 'eck do I think I am. I'm just a Buffalo Soldier in the heart of America. Said he was fighting on arrival, fighting for survival. Said he was a Buffalo Soldier, win the war for America. Said he, woy yoy yoy, woy yoy-yoy yoy. Woy yoy yoy yoy, yoy yoy-yoy yoy!. Woy yoy yoy, woy yoy-yoy yoy. Buffalo Soldier troddin' through the land, wo-ho-ooh!. Said he want to ran and then you want a hand. Troddin' through the land, yea-hea, yea-ea. Said he was a Buffalo Soldier in the war for America. Buffalo Soldier, dreadlocked Rasta. Driven from the mainland to the heart of the Caribbean. Trodding through San Juan. In the arms of America. Trodding through Jamaica, a Buffalo Soldier. Buffalo Soldier, Dreadlock Rasta.",1,0,0,1,1,0,1,0,1
Coolio,Hip-Hop,Gangsters Paradise (New Version),,,"As I walk through the valley of the shadow of death. I take a look at my life and realize there's nuttin' left. Cause I've been blastin and laughin so long that. Even my mama thinks that my mind is gone. But I ain't never crossed a man that didn't deserve it. Me be treated like a punk, you know that's unheard of. You better watch how you talkin and where you walkin. Or you and your homies might be lined in chalk. I really hate to trip but I gotta loc. As they croak I see myself in the pistol smoke, fool. I'm the kinda G the little homies wanna be like. On my knees in the night, sayin prayers in the street light. We've been spending most our lives. Living in the Gangsta's Paradise. We keep spending most our lives. Look at the situation, they got me facin. I can't live a normal life, I was raised by the strict. So I gotta be down with the hood team. Too much television watchin got me chasin dreams. I'm a educated fool with money on my mind. Got my ten in my hand and a gleam in my eye. I'm a loc'ed out gangsta, set-trippin banger. And my homies is down, so don't arouse my anger, fool. Death ain't nuthin but a heartbeat away. I'm livin life do-or-die-a, what can I say? I'm twenty-three now, but will I live to see twenty-fo'? The way things is goin I don't know. Tell me why are we so blind to see. That the ones we hurt are you and me. Power and the money, money and the power. Minute after minute, hour after hour. Everybody's runnin but half of them ain't lookin. It's goin on in the kitchen but I don't know what's cookin. They say I got to learn but nobody's here to teach me. If they can't understand it, how can they reach me? I guess they can't, I guess they won't. I guess they front that's why I know my life is outta luck, fool.",0,0,0,0,1,1,1,0,0
Steel Pulse,Reggae,Babylon Makes The Rules,Tribute to the Martyrs,,(2) A weh dem a go do when the time comes around. A weh dent a go sek. Cos. My people are in a mess. But nobody wants to know. Cos when you're down and out and oppressed. You've got to fight your battles from the. Lowest of the low. So keep your distance and take your stance. Cos this could be your utmost chance. You've had all night and day to. Consider and pray. You've brought fire on my head and. Now you must pay. CHORUS. Babylon makes the rules. Where my people suffer. Take Rastaman culture for instance. Dem think is political joke. But we people know better then that. Cos what keeps us together is. Jah Herb that we smoke. I and I know the truth of it all. Cos we have smashed our heads. 'gainst that wall. And now I seh we must create a scene. We must recapture our culture. By any means. Where my people suffer . Count the times we've been let down. And left us in despair. And woe betide that evil man. Who giveth not a care. You've gotta check yourself just. One more time. Reassure your mind -. Cos those who are chosen. By the father's hand. Must not get left behind. Rasta seh - guidance. (4) But Backrah seh different still. Babylon makes the rules but. Jah love will carry I home.,0,0,0,1,1,0,0,0,1
J. Cole,Hip-Hop,Power Trip,Born Sinner (Deluxe Version),2013.0,"Got me up all night. All I'm singin' is love songs. She got me up all night. Constant drinkin' and love songs. Down-and-out with these love songs. Drownin' out with these love songs. She got me up all night (Yeah). She got me open all night (Uh-huh). Got me open all night, hey. Okay, back when I was sleeping in my mama crib. Or even back when I was up there in Mohammed crib. Paying seventeen-hundred for the rent, money well-spent. No heater, but a nigga made heat, may I vent? Had a thing for ya, even wrote the song ""Dreams"" for ya. 'Cause I had dreams for ya, thoughts of a ring for ya. Childish shit, you know child and shit. Anonymous flowers sent, you know coward shit. Now a nigga signed to Hov, took a power trip. Back home, I'm grown now, and the city's my throne now, huh. The same clubs that I used to get tossed out. Life got Kriss Kross'd: totally crossed out. 'Cause now I'm in this bitch and I'm totally bossed out. Old chicks crying 'cause they know that they lost out. But I'm still on you, I'm still on you. My drink spill on me, while I feel on you, I'm sayin'. Would you believe me if I said I'm in love? Baby, I want you to want me. Baby, I want ya. And we are, we are, we are. And we are, we are, we are (She got me). Well, this has got to be the longest crush ever. If I ever get to fuck it'd be the longest bust ever. Love is a drug, like the strongest stuff ever and. Fuck it, I'm on one, you feel me? She on a power trip, she got me where she want a nigga. Wife'ing in the club, man, my homies gon' disown a nigga. Like, ""Give me 20 dollars, dollars!"". Ass stupid, how you get to college, college? I'm in your city and I'm wonderin' if you're home now. Went and found a man, but I'm hopin' you're alone now. Can't help but feeling like I dropped the ball, cliche. I used to pop up on you at the mall each day. Now, typically I kick game like East Bay. But you got a nigga freeze-framed yelling: ""Please play!"". For Pete's sake, homie, pull it together. Just fuck her one time and be through with forever, but. Baby, I want ya, yeah. Got me up all night (All night). She got me up all night (All night). Back when I was sleeping in my mama crib. *Space Bar Tap*.",0,0,0,0,1,0,0,1,0
The Smiths,Rock,I Know It’s Over,The Queen Is Dead,1986.0,"Oh Mother, I can feel the soil falling over my head. And as I climb into an empty bed. Oh well, enough said. I know it's over - still I cling. I don't know where else I can go. Over. See, the sea wants to take me. The knife wants to slit me. Do you think you can help me? Sad veiled bride, please be happy. Handsome groom, give her room. Loud, loutish lover, treat her kindly. Though she needs you more than she loves you. And I know it's over - still I cling. Over and over and over and over. Over and over. I know it's over, and it never really began. But in my heart it was so real. And you even spoke to me, and said:. ""If you're so funny. Then why are you on your own tonight? And if you're so clever. If you're so very entertaining. If you're so very good-looking. Why do you sleep alone tonight? I know... 'cause tonight is just like any other night. That's why you're on your own tonight. With your triumphs and your charms. While they're in each other's arms..."". It's so easy to laugh, it's so easy to hate. It takes strength to be gentle and kind. Over, over, over, over. It takes guts to be gentle and kind. Over, over. Love is natural and real. But not for you, my love. Not tonight, my love. But not for such as you and I. My love.",0,0,0,1,0,1,0,0,0
Creed,Rock,Don’t Stop Dancing,Weathered,2002.0,"At times life is wicked. And I just can't see the light. A silver lining sometimes isn't enough. To make some wrongs seem right. Whatever life brings. I've been through everything. And now I'm on my knees again. But I know, I must go on. Although I hurt, I must be strong. Because inside, I know. That many feel this way. Children, don't stop dancing. Believe you can fly away, away. At times life's unfair. And you know it's plain to see. Hey, God, I know I'm just a dot in this world. Have You forgot about me? Am I hiding in the shadows? Forget the pain and forget the sorrows. Are we hiding in the shadows?",0,0,0,0,0,1,1,0,0
Busta Rhymes,Hip-Hop,Twerk It,E.L.E. (Extinction Level Event) 2: End of the World ,2013.0,"Big man, when mi talk, 'ere weh yuh fi do. Shut your mout, listen close, weh we come fi do. Shut it dung, lick a shot, blow torch a bun. Nuff excitement, see them frightened, watch them bwoy a run. Come here gal, weh yuh a do, hmmm, whata gwaan. Dun wid dat, dutty wine, Tony Matterhorn. Bass a lick yuh, make it clap, go on go take it off. Set the trap, don't fight it you know your skin soft. Sit down pon it, go on go fuck it 'til yuh broke it out. So exotic, while you suck it watch we fuck it up. So weh have it, batty big watch how mi love it up. Bend ova and spread and mek mi stick it in and bun it up. Twerk it, twerk it, twerk it, twerk it. Twer-twer-twer-twer-twer-twer. (Twerk it, twerk it, twerk it). I seh mi finish wid yuh. Pull up yuh pants, gwaan go get yuh friend. Dance dun, come outside, fuck inna di benz. Gyal come, enjoy di ride, watch di wey mi stick yuh. Welcome (yuh dun know). Tek di dick yuh friend a wait fi yuh. Hold on deh, yuh man vex, vegetate di bwoy. Shoot what? See, my gun will evaporate dat bwoy. Leggo dat, see how it sound QUANG. Level dat, down to di ground, PANG. Nuff a dat, yuh dun know, best a di best. Pretty gyal, whole heap a batty and whole heap a breast. Physical, how yuh a drop it no one could a test. Digital, we Instagram it 'til dem gyal a rest. And mi seh walk like a champion. Swing like a stallion. Wid di two big medallion, good yuh perfect. Show dem di action, bad gyal concoction. Cool now, relax mon, eh em, yuh nervous. Skin out and dun di place. Spin 'round and show yuh face. Open, and close yuh case, arch up, and work it. Mi seh hold on deh tek time, gyal wine yuh waistline. Follow di bassline, right now, stir it. Round like a bowl of soup, round like a hula hoop. Round like yuh batty cute and do it, on purpose. Wine like a yard woman. Grind like yuh numba one. Jump up, and wave yuh hand real thing, she know.",0,0,1,0,0,0,0,1,1
Drake,Hip-Hop,Passionfruit,More Life,2017.0,"Hold on, hold on, fuck that. Fuck that shit. Hold on, I got to start this mothafuckin' record over again, wait a minute. Still on this mothafuckin' record. I'ma play this mothafucka for y'all. Ayy, y'all get some more drinks goin' on, I'll sound a whole lot better.. Listen. Seein' you got ritualistic. Cleansin' my soul of addiction for now. 'Cause I'm fallin' apart, yeah. Tension. Between us just like picket fences. You got issues that I won't mention for now. 'Cause we're fallin' apart. Passionate from miles away. Passive with the things you say. Passin' up on my old ways. I can't blame you, no, no. Harder buildin' trust from a distance. I think we should rule out commitment for now. Leavin'. You're just doing that to get even. Don't pick up the pieces, just leave it for now. They keep fallin' apart. Um, trying to think of the right thing to say.",0,0,1,0,0,0,0,0,0
The Sundays,Rock,When I’m Thinking About You,Static & Silence,1997.0,"Over the rooftops a plane in the sky. Beat of a bass drum cars passing me by. Under a bridge dark then back into light. A river of raincoats and a forest of faces. Still for a moment then red into green. Slow shuffling shoes whisper sight unseen. Row upon row of houses return an empty stare. Let the daydream for a little while longer. Ah.. yeah. Hope I'll never wake. When I'm thinking about you. (yeah) hope I'll never wake. Cos now I'm thinking about you. Two-minute hailstorm then melts into rain. (oh) sing me a rainbow it's sunny again. Swallows overhead while the traffic snarls below. Could I (could I) keep dreaming for a little while longer. So that you know - I never want to wake. When you're searching your soul. When you're searching for pleasure. How often, pain is all you find. But when you're coasting along and nobody's trying too hard. You can turn around and like where you are. (Yeah and) I hope I never wake. And I close my eyes (dear). Now I'll never never wake. Why should I stop thinking about you.",0,0,0,1,0,1,0,1,0
Kanye West,Hip-Hop,Monster,My Beautiful Dark Twisted Fantasy,2010.0,"I shoot the lights out. Hide 'til it's bright out. Oh, just another lonely night. Are you willing to sacrifice your life? Bitch, I'm a monster, no-good blood-sucker. Fat motherfucker, now look who's in trouble. As you run through my jungles all you hear is rumbles. Kanye West samples, here's one for example. Gossip, gossip, nigga, just stop it. Everybody know I'm a motherfucking monster. I'ma need to see your fucking hands at the concert. Profit, profit, nigga, I got it. I'ma need to see your fucking hands. Uh, the best living or dead hands down, huh. Less talk, more head right now, huh. And my eyes more red than the devil is. And I'm 'bout to take it to another level, bitch. No matter who you go and get, ain't nobody cold as this. Do the rap and the track, triple double, no assists. And my only focus is staying on some bogus shit. Arguing with my older bitch, acting like I owe her shit. I heard that people sing raps to give the track pain. Bought the chain that always give me back pain. Fucking up my money so, yeah, I had to act sane. Chi nigga but these hoes love my accent. Chick came up to me and said, ""This the number to dial. If you wanna make your number one your number two now"". Mix that Goose and Malibu, I call it ""Malibooyah"". Goddamn, Yeezy, how he hit 'em with a new style? Know that motherfucker well: ""What you gon' do now?"". Whatever I wanna do, gosh! It's cool now. Know I'm gonna do, ah, it's the new now. Think you motherfuckers really really need to cool out. 'Cause you'll never get on top of this. So mommy, best advice is just to get on top of this. Have you ever had sex with a pharaoh? Ahh, put the pussy in a sarcophagus. Now she claiming that I bruised her esophagus. Head of the class and she just won a swallowship. I'm living in the future so the present is my past. My presence is a present, kiss my ass. I'ma need to see your fucking hands at the concert (Yeah). (I'm a motherfucking monster). Sasquatch, Godzilla, King Kong, Loch Ness. Goblin, ghoul, a zombie with no conscience. Question: What do these things all have in common? Everybody knows I'm a motherfucking monster. Conquer, stomp ya, stop your silly nonsense. Nonsense, none of you niggas know where the swamp is. None of you niggas have seen the carnage that I've seen. I still hear fiends scream in my dreams. Murder, murder in black convertibles, I. Kill the block, I murder the avenues, I. Rape and pillage your village, women and children. Everybody want to know what my Achilles' heel is. Love, I don't get enough of it. All I get is these vampires and blood-suckers. All I see is these niggas I made millionaires. Milling about, spilling they feelings in the air. All I see is these fake fucks with no fangs. Tryna draw blood from my ice-cold veins. I smell a massacre. Seems to be the only way to back you bastards up. Pull up in the monster, automobile gangsta. With a bad bitch that came from Sri Lanka. Yeah I'm in that Tonka, color of Willy Wonka. You could be the king but watch the queen conquer. Okay, first things first, I'll eat your brains. Then I'ma start rocking gold teeth and fangs. 'Cause that's what a motherfucking monster do. Hair dresser from Milan, that's the monster 'do. Monster Giuseppe heel, that's the monster shoe. Young Money is the roster and a monster crew. And I'm all up, all up, all up in the bank with the funny face. And if I'm fake, I ain't notice 'cause my money ain't. So let me get this straight, wait, I'm the rookie? But my features and my shows ten times your pay? 50K for a verse, no album out. Yeah, my money's so tall that my Barbies got to climb it. Hotter than a Middle Eastern climate, violent. Tony Matterhorn, ""Dutty Wine"" it, wylin'. Nicki on them titties when I sign it. That's how these niggas so one-track-minded. But really, really I don't give a F-U-C-K. ""Forget Barbie, fuck Nicki 'cause she's fake"". ""She on a diet,"" but my pockets eating cheesecake. And I'll say, bride of Chucky, it's Child's Play. Just killed another career, it's a mild day. Besides, 'Ye, they can't stand besides me. I think me, you, and Am should menage Friday. Pink wig, thick ass, give 'em whiplash. I think big, get cash, make 'em blink fast. Now look at what you just saw, this is what you live for. Aaaah, I'm a motherfucking monster!. I, I crossed the limelight. And I'll, I'll let God decide. And I, I wouldn't last these shows. So I, I am headed home.",0,0,1,0,1,0,0,0,1
George Strait,Country,The Chair,Something Special,1985.0,"Well, excuse me. But I think you've got my chair. No, that one is not taken. I don't mind if you sit here, I'll be glad to share. Yeah, it's usually packed here on Friday nights. Oh, if you don't mind, could I talk you out of a light? Well, thank you, could I drink you a buy? Oh, listen to me, what I mean is can I buy you a drink? Anything you please. Oh, you're welcome, well, I don't think I caught your name. Are you waiting for someone to meet you here? Well, that makes two of us, glad you came. No, I don't know the name of the band, but they're good. Aren't they, would you like to dance? Yeah, I like this song too, it reminds me of you and me. Baby, do you think there is a chance. That later on I could drive you home? No, I do not mind at all. Oh, I like you too, and to tell you the truth. That was not my chair after all.",1,1,1,0,0,0,0,1,0
Radiohead,Rock,Creep,Pablo Honey,1992.0,"When you were here before. Couldn't look you in the eye. You're just like an angel. Your skin makes me cry. You float like a feather. In a beautiful world. I wish I was special. You're so fuckin' special. But I'm a creep. I'm a weirdo. What the hell am I doing here? I don't belong here. I don't care if it hurts. I wanna have control. I want a perfect body. I want a perfect soul. I want you to notice. When I'm not around. She's running out the door. She's running out. She run, run, run, run. Run. Whatever makes you happy. Whatever you want.",0,0,0,0,0,1,0,1,1
Kenny Chesney,Country,Better Boat,Songs for the Saints,2018.0,"I ain't lonely, but I spend a lot of time alone. More than I'd like to, but I'm okay with stayin' home. My how the last few months have changed. I'm smilin' more despite the pain. I breathe in, I breathe out. Got friends to call who let me talk about. What ain't workin', what's still hurtin'. All the things I feel like cussin' out. Now and then I let it go, I ride the waves I can't control. I'm learnin' how to build a better boat. I hate waitin', ain't no patience in these hands. I'm not complainin', sometimes it's hard to change a man. I think I'm stronger than I was. I let God do what he does. If it's workin', I don't know, when I get done the thing may not float. But I'm learnin' how to build a better boat.",1,1,0,1,1,0,1,0,0
Nickelback,Rock,Never Gonna Be Alone,Dark Horse,2008.0,"Time is going by so much faster than I. And I'm starting to regret not spending all of it with you. Now I'm wondering why I've kept this bottled inside. So I'm starting to regret not telling all of it to you. So if I haven't yet, I've gotta let you know. You're never gonna be alone. From this moment on. If you ever feel like letting go. I won't let you fall. I'll hold you 'til the hurt is gone. And now as long as I can, I'm holding on with both hands. 'Cause forever I believe that there's nothing I could need but you. When all hope is gone, I know that you can carry on. We're gonna take the world on. Oh!. You've gotta live every single day. Like it's the only one, what if tomorrow never comes? Don't let it slip away. Could be our only one, you know it's only just begun. Every single day. Maybe our only one, what if tomorrow never comes? Tomorrow never comes. And I'm starting to regret not telling all of this to you. I'm gonna be there always. I won't be missing one more day.",0,0,0,1,1,0,1,1,0
