artist,genre,title,album,year,lyrics,Amazement,Calmness,Joyful activation,Nostalgia,Power,Sadness,Solemnity,Tenderness,Tension
Kenny Rogers,Country,Tell Me That You Love Me,,,"Show me that you need me. Like the river needs the early morning rain. Show me that you want me. Cause I really need to feel your heart again. Tell me that you love me. If it was the middle of a moonless night. Would you shine for me baby? Would you hold me tight? If a flame was fadin' from a lost desire. Would you put another log on the fire? Baby, like a candle burnin' down. Maybe we could turn this thing around. Kiss me like you mean it. Like you wouldn't have it any other way. Let nothing stand between us. Honey let's don't ever let it fade away. Do you love me? We could camp out on Old Hickory Lake. Talking all night and sleepin' in late. Looking at the stars like we used to do. Honey you don't know how I've missed you. Save me, for so long I've been longing for you baby. It's all up to you. Tell me, tell me that you love me. That you love me.",0,0,0,1,0,0,0,1,1
Hank Williams,Country,Honky Tonk Blues,Moanin’ The Blues,1952.0,Well I left my home down on the rural route. I told my paw I'm going steppin out and get the. Honky tonk blues. Yeah the honky tonk blues. Well Lord I got 'em. I got the ho-on-ky tonk blues. Well I went to a dance and I wore out my shoes. Woke up this mornin wishin I could lose. Them jumpin honky tonk blues. Well I stopped into every place in town. This city life has really got me down. I got the honky tonk blues. Well Lord I got em. Got the ho-on-ky tonk blues. I'm gonna tuck my worries underneath my arm. And scat right back to my pappy's farm. And leave these honky tonk blues.,1,1,1,1,0,1,0,0,0
Stone Temple Pilots,Rock,Big Bang Baby,Tiny Music... Songs from the Vatican Gift Shop,1996.0,"I got a picture of a photograph. Of a wedding in a shell. It's just a burning ancient memory. I never kiss and tell. So turn it up and burn it. There's a hole in your head. (Where the birds can't sing along). Does anybody know how the story really goes? How the story really goes. Or do we all just hum along. Sell your soul and sign an autograph. Big bang baby, it's a crash, crash, crash. I wanna cry, but I gotta laugh. Orange crush mama is a laugh, laugh, laugh. Spin me up, spin me, spin me out. Station to station send me up and out. Is this what life and love is all about? I think I think so. We used to see in color. Now it's only black and white. Yeah, it's only black and white. ('Cause the world is color blind). (Nothing's for free). (Take it away, boys). Nothing's for free. Take it away boys. A hole in your head.",0,1,0,1,0,1,0,0,1
Snoop Dogg,Hip-Hop,Lay Low,Tha Last Meal,2000.0,"Yo what's Crip-a-lat'n, this big Snoop Dogg. Leave your name and your number at the motherfucking beep. If this one of my hoes, two-way me. Ay ay Snoop whattup, this your nigga Dre. Ay man I was thinking I ain't said shit on your whole motherfucking album. So check it out, put this on there:. All you motherfucking haters out there, can suck my motherfucking dick!. And we still smoking, what?!. For the nigga who be talking loud and holding his dick, talking shit. He better lay low. For the bitch that said I shot some shit up out of my dick, now she sick. She better lay low. For the niggas who be claiming my hood. And really ain't from my gang, better lay low. I hope he don't be thinking I'm just talking. And I won't do a thing, really hope so. Lay low, nobody move until I say so. Limo tint rolling deep like the President. See I don't go to clubs, I never chase a bitch. I'm here to bang that gangsta shit to the apocalypse. We call it stress, some of y'all call it chocolate. Return of the Top Dogg, and ain't no stopping this. Whatever the case, I ain't trying to catch it. Lay low, blow big dope, and slang records. Unseen but well heard, do not disturb. The only reason you alive cause I ain't sent the word. I flip, faster than birds, Snoop Dogg will emerge. From the smoke and go loc, you shouldn't provoke. I bring the worst from the L.B.C. Smash motherfuckers thinking they gonna smash on me. Snoop and Dre give a fuck about what y'all say. From the World's Most Dangerous Group, N.W.A. Our rise, it was no surprise. I always knew these fools would trip. Hating, faking, scheming on mine. And on the down low talkin shit. Best move cause I refuse to lose. No matter which damn road I choose. So lay low cause you might be bruised. Top story on the evening news. I ain't for games, so if you wanna play 'em lay low. Lay down on the floor. I'm in a rage, so if we gotta do this let me know. That's what I came fo'. Where that nigga who be talking shit. He don't come around no more because I fucked his bitch. I made her suck my dick, while I was squeezing the tits. Then I hit it from the back, gripped tight on them hips. She tried to make me cum, but I was trying to take her home. Dropped her off and seen you fishing on your raggedy Brougham. Coulda thumped you in your dome (you little fag). And don't sag too hard, you show everybody your thong. Booyaka booyaka, we bring it straight to ya. From 22's to Luger's the shit that shoot through ya. Who you motherfuckers think the Top Dogg bang with. The same clique he came with and made the game flip. Now niggas grow they hair, hold they stare and act hard. That's even tho' your CEO talk shit get slapped hard. The backyard is where we get our scrap on. The black car drive by then you get capped on. Whassup pimping, it's P and Snoop. With Dre on the beat, this ain't nothing but loot. They call me Jed Clampett for all the bread I got. But they call me Bill Clinton for all the head I got. I keeps it realer, cause I'm all about my scrilla. The ladies love me cause I'm a million dolla hitta. It's, No Limit til I D-I-E. C-P-3, or Richmond, Cali's where I be.",0,0,0,0,1,0,0,0,1
Placebo,Rock,I Know,Placebo,1996.0,"I know, you love the song but not the singer. I know, you've got me wrapped around your finger. I know, you want the sin without the sinner. I know. I know, the past will catch you up as you run faster. I know, the last in line is always called a bastard. I know, you cut me loose in contradiction. I know, I'm all wrapped up in sweet attrition. I know, it's asking for your benediction.",0,0,0,1,0,1,0,0,1
Carrie Underwood,Country,That Song That We Used to Make Love To,Cry Pretty,2018.0,"Don't wanna hear that stupid melody. The one we used to always keep playing on repeat. 'Cause it just takes me to the place when you were mine. Where you laid my body down, and then got drunk on me like wine. Don't wanna feel that bass rattle in my bones. 'Cause once I do, I know it won't leave me alone. It haunts me, baby, it does me wrong. But still, I just can't make myself delete it from my phone. That song that we used to make love to. It kills me, heals me, gets me, thrills me. I know, I shouldn't say it, but I just wanna play it. That song that we made love to. That we made love to, yeah. I know I'm contradicting everything I said. But I wanna turn it up when I'm lyin' in this bed. Pull the sheets over my head. Drift off dreamin', baby, go on, let it take my breath. I know I shouldn't say it, but I just wanna play it. That song (That song, that song). That we made love to (That song, that song). Me and you, you and me. On repeat, on repeat. It breaks me, it makes me. Wanna hear it again and again and again. That song, that song, that song. That song that we made love to, that we made love to, yeah.",0,0,0,1,0,1,0,1,1
​​blink-182,Rock,All the Small Things,Enema of the State,2000.0,"All the small things. True care, truth brings. I'll take one lift. Your ride, best trip. Always, I know. You'll be at my show. Watching, waiting. Commiserating. Say it ain't so. I will not go. Turn the lights off. Carry me home. Na na na na na na na. Late night, come home. Work sucks, I know. She left me roses by the stairs. Surprises let me know she cares. Keep your head still. I'll be your thrill. The night will go on. My little windmill. Say it ain't so (Na na na na na na na). I will not go (Na na na na na na na). Turn the lights off (Na na na na na na na). Carry me home (Na na na na na na na). Keep your head still (Na na na na na na na). I'll be your thrill (Na na na na na na na). The night will go on (Na na na na na na na).",0,1,1,0,1,1,0,1,1
Bauhaus,Rock,Bela Lugosi’s Dead,Crackle,1979.0,White on white translucent black capes. Back on the rack. Bela Lugosi's dead. The bats have left the bell tower. The victims have been bled. Red velvet lines the black box. Undead undead undead. The virginal brides file past his tomb. Strewn with time's dead flowers. Bereft in deathly bloom. Alone in a darkened room. The count. Undead. Oh Bela. Bela's undead.,0,0,0,1,0,1,1,1,1
N.W.A,Hip-Hop,Real Niggaz,100 Miles and Runnin’,1990.0,"Yo, what's up niggas and niggettes? N.W.A is back in this motherfucker. And this is only the single. Wait until the motherfucking album comes out. We gone have some more of that good shit. The shit you just can't fuck with. But yo, we ain't finished, tell 'em what's up man. Yo man, there's a gang of motherfuckers out there on the dick, man. In every motherfuckin' state. Wanna be like, wanna look like, wanna act like. Wanna dress like, wanna sound like muthafuckin' style stealin'. Clone ass N.W.A bitin' ass motherfuckin' everywhere man. Non-reality seein', non-reality feelin'. Non-reality livin' ass motherfuckers man. Hey, I don't know, reality, it's important to me, man. So fellas man, tell these niggas what it's like in the minds of real niggas. Prisoner like a hostage. Yo, you should of covered your muthafucking head like an ostrich. Deep in the dirt cause you's a sucker. And you ass up high so I can kick the muthafucker. Don't try to hang, you best avoid. Cause my foot will be so far up your ass you'll get hemorrhoids. Before you try to fuck wit Ren. I'll put two in your ass and you'll be shitting a size 10. First come, first serve, whoever's got the nerve. Step up and get what you deserve. From the word of a muthafucking hip-hop maniac. Brainiac, so what you oughta do is step the fuck back. Now how the fuck you think a rap will last? Wit your ass saying shit that is said in the past. Yo, be original, your shit is sloppy. Get off the dick you muthafucking carbon copy. Falling deep in the drums so many of styles. Is one of the reasons a nigga ran a hundred miles. Cheating and now beating, the crowd I kept seating. But weak muthafuckas biting off and they kept eating. Styles that kept them full of bull. Cause the vocals were local in nightclubs and not getting paid in full. They got the nerve to cuss. Only reason niggas pick up your record is cause they thought it was us. Yo, giving what I gotta give, doing what I gotta do. You don't care for me, so who gives a fuck about you. You can't harm me, alarm me. Cause we're the generals in this fucking hip-hop army. The niggas wit attitudes if you didn't know. We blow, flow and getting loose slow from the get go, yo. Try us and take it. Yo, fuck this shit, Yella, kick the break in. It's the real thing, you are now real, real niggas, niggas. You can run, but you can't hide, you know I'mma find'cha. Cause a nigga like Ren's only 2 steps behind'cha. Don't look back because you're shaking and all scared. A nigga in black can be your scariest nightmare. So sleep wit the lights on, forget that the mic's on. Don't step on my muthafucking stage without nike's on. Don't say it's psycho and then you just might go. Mentally fucked up when I let the right blow. All these niggas wit the jibber jabber. But couldn't kill a fly wit a muthafucking sledge hammer. Gangstas in black are out there. But only because, yo, it's the shit that we wear. On my muthafucking dick. But I'mma love it when you drop like a muthafucking brick. So, yo, step off, go to bed, cause if you're mislead. You get a muthafucking bullet in your forehead. Black, the good, the bad, the ugly, you see. A little streetwise nigga, you know me. Rolling wit some real niggas playing for keeps. But you muthafuckas know who run the streets. Wit that hardcore hip-hop rap shit. Now how much harder can another nigga get? Trying to be like us, sound like us, dress like us. Ashes to ashes and dust to dust. So nigga, nigga, nigga, nigga, nigga, nigga, please. Since you're on the dick why don't you drop to your knees. Cause I'm a muthafucka that's out to kill. Eazy-E, a nigga that's real. Real niggas, straight off the streets of Compton. Quick to get in your shit without second thought. And if your ass get smoked, it's my bullet you caught. So if you're talking shit about the niggas in black. Bow down to the Kings in Raider hats. They played out, that's what niggas were chanting. One nigga left and they said we ain't happening. People had thought we was finished and then done wit. But if you think about it, yo, we really ain't done shit. Yet, so cover your ears and wipe your tears. And quit sniffing all over my dick for new ideas. And when the new record comes, I'll come like a fucking bomb. Asking for fucking money, don't buy you a fucking crumb. You're on the dicks of four niggas not one. And when it comes to dicks, you don't even have one. So brace yourself to make sure you don't get fucked up. Cause if I let you slide, it's just cause you lucked up. Don't come in my face again, because I'mma floor ya. And if you're a bitch, I'm a fucking ignore ya. Because my attitude's a little bigga. Cause MC Ren is one of the real niggas. Lost in a muthafucking world of madness. Sadness, but Dre is just a nigga that glad there's. Sucka muthafuckas like you, making wack jams. Because it only shows you how dope I am. Never try to ignore us. When I'm expressing, stand still like you're full of rigor mortis. Cause I'm a real nigga, but I guess you figure. You can break me, take me, but watch me pull the trigger. Dre is just a nigga with heart, a nigga that's smart. A nigga that's paid to say what others are scared to play. We started out wit too much cargo. So I'm glad we got rid of Benedict Arnold. Yo, N.W.A, criticize for what we say. But I'm a do the shit anyway. Cause I'm the muthafucking doctor, never faking. Yo, Yella, kick the muthafucking break in. N.W.A, straight outta muthafucking Compton. Taking over shit in all of the 1990's. Yo, Dr. Dre, DJ Yella, Eazy-E. And I am MC Ren, yo, N.W.A taking over this muthafucka y'all.",0,0,0,0,1,0,0,0,1
Eminem,Hip-Hop,The Monster,The Marshall Mathers LP2,2013.0,"I'm friends with the monster that's under my bed. Get along with the voices inside of my head. You're tryin' to save me, stop holdin' your breath. And you think I'm crazy, yeah, you think I'm crazy. I wanted the fame but not the cover of Newsweek. Oh well, guess beggars can't be choosey. Wanted to receive attention for my music. Wanted to be left alone in public, excuse me. For wantin' my cake, and eat it too, and wantin' it both ways. Fame made me a balloon 'cause my ego inflated. When I blew, see, but it was confusing. 'Cause all I wanted to do's be the Bruce Lee of loose leaf. Abused ink, used it as a tool when I blew steam. Whoo! Hit the lottery, ooh-wee. But with what I gave up to get it was bittersweet. It was like winnin' a used mink. Ironic 'cause I think I'm gettin' so huge I need a shrink. I'm beginnin' to lose sleep: one sheep, two sheep. Goin' coo-coo and kooky as Kool Keith. But I'm actually weirder than you think, 'cause I'm. Well, that's nothin' (Ooh-ooh-ooh-ooh). (Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh). (Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh). Now, I ain't much of a poet. But I know somebody once told me to seize the moment. And don't squander it 'cause you never know when it all. Could be over tomorrow, so I keep conjurin'. Sometimes I wonder where these thoughts spawn from. Yeah, ponderin'll do you wonders. No wonder you're losin' your mind, the way it wanders. Yodel-odel-ay-hee-hoo! I think it went wanderin' off down yonder. And stumbled onto Jeff VanVonderen. 'Cause I need an interventionist. To intervene between me and this monster. And save me from myself and all this conflict. 'Cause the very thing that I love's killin' me and I can't conquer it. My OCD's conkin' me in the head, keep knockin'. Nobody's home, I'm sleepwalkin'. I'm just relayin' what the voice in my head's sayin'. Don't shoot the messenger, I'm just friends with the. Call me crazy, but I have this vision, one day that. I'll walk amongst you a regular civilian. But until then, drums get killed and. I'm comin' straight at MC's, blood gets spilled and. I'll take you back to the days that I'd get on a Dre track. Give every kid who got played that pumped-up feelin'. And shit to say back to the kids who played him. I ain't here to save the fuckin' children. But if one kid out of a hundred million. Who are goin' through a struggle, feels it and relates, that's great!. It's payback, Russell Wilson fallin' way back. In the draft, turn nothin' into somethin', still can make that. Straw into gold, chump, I will spinRumpelstiltskin in a haystack. Maybe I need a straightjacket. Face facts: I am nuts for real, but I'm okay with that!. It's nothin', I'm still friends with the. (Get along with) Get along with the voices inside of my head. (You're tryin' to) You're tryin' to save me, stop holdin' your breath. (And you think) And you think I'm crazy, yeah, you think I'm crazy. Well, that's nothin'. (Ooh-ooh-ooh-ooh).",1,0,1,1,1,0,0,0,1
Jah Cure,Reggae,Call On Me,The Universal Cure,,"Hey oh, oh yeah, oh yeah, yeah. Love you, I love you, I love you, I love you. All my ladies, all my ladies now. Cure again, yeah. Anytime you need a lover call on me, I'll be waiting. Anytime you need a lover call on me, my heart is aching. Call on me anytime you want to. Call on me, baby girl I want you. We grew together from way back when. She was nine and I was ten. She used to be my next door neighbor. She even went to school with my sister Makayta, yeah. Now we're two grown folks. Years gone by and we still keep close. Loving me, I'm loving her the same. I just want you to know that I love you so. Loving like they never seen. We were young and playing games. I fell in love the first time I saw you. And I don't ever worry 'cause I know can call you, yeah. He's loving me, I'm loving him the same 'cause. Call on me, baby boy I want you. Now we've reached so far. We won't turn back again, yeah. Now I'm loving you. There is no end,.",0,0,0,1,0,0,0,1,0
Catatonia,Rock,Londinium,Equally Cursed and Blessed,1999.0,"London never sleeps, it just sucks. The life out of me. And the money from my pocket. London always creeps, showbiz hugs. Have some dignity honey. Euston, Paddington, train station please. Make the red lights turn green. Endlessly. My black cab rolls through the neon disease. Endlessly, endlessly. Sushi bars, wet fish, it just sucks. I come alive outside the M25. I won't drink the poison Thames. I'll chase the sun out west. Londinium. I come alive.",0,0,0,0,0,1,0,0,1
Led Zeppelin,Rock,Dazed and Confused,Led Zeppelin,1969.0,"Been dazed and confused for so long it's not true. Wanted a woman, never bargained for you. Lots of people talk and few of them know. Soul of a woman was created below, yeah. You hurt and abuse telling all of your lies. Run around sweet baby, Lord how they hypnotize. Sweet little baby, I don't know where you've been. Gonna love you baby, here I come again. If you're going to San Francisco. Be sure to wear some flowers in your hair. You're gonna meet a lot of gentle people there. Every day I work so hard bringing home my hard earned pay. Try to love you baby, but you push me away. Don't know where you're going, only know just where you've been. Sweet little baby, I want you again. Take it easy baby, let them say what they will. Did your tongue wag so much when I sent you the bill?",0,0,0,0,0,1,0,1,1
Inner Circle,Reggae,Reggae Music Is Life,Blazzin’ Fire,,"Reggae music is life. Selector play it dub wise. Can you fell the vibe. Something happen when you. Push the button. All the love start flowing. I see my people dancing. Dancing till you never stop. Dancing on the mountain top. Dancing til you never stop. Keep on spinning like a top. That's the way we play. Dj's chanting everyday. Ask me a question. I'll tell you read revelation. Dancing till you. Throw your fears away. Give jah your love everyday. It's gonna get real hot. Rasta jammin on the box. Jammin in london, new york, sweden, finland, rio, you know, all over the world.",1,0,1,0,0,0,0,0,0
Soundgarden,Rock,My Wave,Superunknown ,1994.0,"Yeah. Take, if you want a slice. If you want a piece. If it feels alright. Break, if you like the sound. If it gets you up. If it takes you down. Share, if it makes you sleep. If it sets you free. If it helps you breathe. Don't come over here. And piss on my gate. Save it, just keep it. Off my wave. Hey. Cry, if you want to cry;. If it helps you see. If it clears your eyes. Hate, if you want to hate. If it keeps you safe. If it makes you brave. Pray, if you want to pray. If you like to kneel. If you like to lay. Keep it off my wave. Keep it off my wave, my wave. My wave, my wave, my wave, my wave, my wave. My wave, my wave, my wave, my wave. Keep it off, keep it off.",0,1,0,0,1,0,0,0,1
2Pac,Hip-Hop,Life Goes On,All Eyez on Me,1996.0,"How many brothers fell victim to the streets? Rest in peace, young nigga, there's a heaven for a G. Be a lie If I told you that I never thought of death. My niggas, we the last ones left, but life goes on. As I bail through the empty halls, breath stinkin' in my jaws. Ring, ring, ring quiet, y'all, incomin' call. Plus this my homie from high school, he gettin' by. It's time to bury another brother, nobody cry. Life as a baller: alcohol and booty calls. We used to do 'em as adolescents, do you recall? Raised as G's, loc'ed out, and blazed the weed. Get on the roof, let's get smoked out, and blaze with me. Two in the morning and we still high, assed out. Screamin', ""Thug 'til I die!"" before I passed out. But now that you're gone, I'm in the zone. Thinkin' I don't wanna die all alone, but now you gone. And all I got left are stinkin' memories. I love them niggas to death, I'm drinkin' Hennessy. While tryin' to make it last. I drank a fifth for that ass when you passed, 'cause life goes on. My niggas, we the last ones left, and life goes on. Yeah nigga, I got the word it's hell. You blew trial and the judge gave you 25 with an L. Time to prepare to do fed time, won't see parole. Imagine life as a convict that's gettin' old. Plus with the drama, we're lookin' out for your baby's mama. Takin' risks, while keepin' cheap tricks from gettin' on her. Life in the hood is all good for nobody. Remember gamin' on dumb hotties at yo' party. Me and you, no truer two, while schemin' on hits. And gettin' tricks that maybe we can slide into. But now you buried rest, nigga, 'cause I ain't worried. Eyes blurry, sayin' goodbye at the cemetery. Though memories fade. I got your name tatted on my arm. So we both ball 'til my dyin' days. Before I say goodbye. Kato and Mental, rest in peace! Thug 'til I die!. My niggas, we the last ones left, 'cause life goes on. Bury me smilin' with G's in my pocket. Have a party at my funeral, let every rapper rock it. Let the hoes that I used to know. From way befo' kiss me from my head to my toe. Give me a paper and a pen, so I can write about my life of sin. A couple bottles of gin, in case I don't get in. Tell all my people I'm a Ridah. Nobody cries when we die, we Outlawz, let me ride. Until I get free. I live my life in the fast lane, got police chasin' me. To my niggas from old blocks, from old crews. Niggas that guided me through back in the old school. Pour out some liquor, have a toast for the homies. See, we both gotta die, but you chose to go before me. And brothers miss you while you gone. You left your nigga on his own; how long we mourn? Life goes on. Life goes on, homie. Gone on, 'cause they passed away. Niggas doin' life. Niggas doin' 50 and 60 years and shit. I feel you, nigga, trust me, I feel you. You know what I mean? Last year we poured out liquor for ya. This year, nigga, life goes on, we're gonna clock now. Get money, evade bitches, evade tricks. Give playa haters plenty of space. And basically just represent for you, baby. Next time you see your niggas, we gon' be on top, nigga. You gon' be like, ""Goddamn, them niggas came up!"". That's right, baby, life goes on. And we up out this bitch. Hey, Kato! Mental!. Y'all niggas make sure it's poppin'. When we get up there, man, don't front. Hold me no more, hold me no more. Yes it do, yes it do, yes it do.",0,0,0,1,0,1,0,0,1
The Mission UK,Rock,Like a Child Again,Masque,,"I'm not scared anymore. I'm not scared of the dark when I sleep with you. And I'm feeling alive. And I'm feeling strong again when I'm with you. And it hits me. Just like a runaway train. And it blows me away. Just like a hurricane. You make me happy and I hope you feel the same. You make me feel just like a child, a child again. I'm not trapped anymore. Between madonna and the whore when I lay with you. And the days run away. Like wild horses run away when I'm with you. And I'm breathing you in. Just like the morning air. And I'm wrapping you around. Just like a skin to wear. Oh sweet thing. I'm born once again. For you sweet thing. Just like a baby again. And I'm in heaven and it feels like a gentle rain. You make me happy and I want you to feel the same. You make me feel just like a child. A child again.",0,0,1,0,1,1,0,1,0
The Jam,Rock,Town Called Malice,The Gift,1982.0,"Better stop dreaming of the quiet life. 'Cos it's the one we'll never know. And quit running for that runaway bus. 'Cos those rosey days are few. And...stop apologising for the things you've never done. 'Cos time is short and life is cruel. But it's up to us to change. This town called Malice. Rows and rows of disused milk floats. Stand dying in the dairy yard. And a hundred lonely housewives. Clutch empty milk bottles to their hearts. Hanging out their old love letters on the line to dry. It's enough to make you stop believing. When tears come fast and furious. In a town called Malice. Struggle after struggle, year after year. The atmosphere's a fine blend of ice. I'm almost stone cold dead. A whole street's belief in Sunday's roast beef. Gets dashed against the Co-op. To either cut down on beer or the kids' new gear. It's a big decision in a town called Malice. The ghost of a steam train echoes down my track. It's at the moment bound for nowhere. Just going 'round and 'round. Playground kids and creaking swings. Lost laughter in the breeze. I could go on for hours and I probably will. But I'd sooner put some joy back. In this town called Malice.",0,0,0,1,0,1,0,1,0
Kenny Chesney,Country,Song for the Saints,Songs for the Saints,2018.0,"Long before a boat anchored the harbour. Long before steel drums filled the breeze. God lifted these islands from the ocean. They stood strong for centuries. So it's fitting they were named after men with golden halos. 'Cause angels don't give in just 'cause a little wind blows. We say we can when they say we can't. See what it is when they see what it ain't. With blood, sweat, and tears and a new coat of paint. We're just a sinner's choir singin' a song for the saints. Woah, woah. For the farmer in the field of sugar cane. For the drunkard in his hammock, dryin' out after the rain. For the teacher in the classroom, kid kickin' cans in the street. For the captain and his bar mate, prayin' down on bended knee. This brokenness will heal, this weakness will be strong. Let's lift our voice together as the saints go marchin' on. We're just a sinner's choir singin' a song for the.",1,0,0,0,1,0,0,0,0
Placebo,Rock,This Picture,Sleeping With Ghosts,2003.0,I hold an image of the ashtray girl. Of cigarette burns on my chest. I wrote a poem that described her world. And put our friendship to the test. And late at night. Whilst on all fours. She used to watch me kiss the floor. What's wrong with this picture? Farewell the ashtray girl. Forbidden snowflake. Beware this troubled world. Watch out for earthquakes. Goodbye to open sores. To broken semaphore. You know we miss her. We miss her picture. Sometimes it's fated. Disintegrated. For fear of growing old. Assassinated. Angelic fruitcake. Control your intake. Goodbye and furthermore. Hang on. Though we try. It's gone. Can't stop growing old (x5).,0,0,0,1,0,1,0,1,1
Elvis Presley,Rock,My Way,Aloha from Hawaii: Via Satellite,1973.0,"And now the end is near. So I face the final curtain. My friend, I'll say it clear. I'll state my case of which I'm certain. I've lived a life that's full. I've traveled each and every highway. And more, much more than this. I did it my way. Regrets, I've had a few. But then again, too few to mention. I did what I had to do. And saw it through without exception. I planned each charted course. Each careful step along the byway. Oh, and more, much more than this. Yes, there were times, I'm sure you knew. When I bit off more than I could chew. But through it all when there was doubt. I ate it up and spit it out. I faced it all and I stood tall. And did it my way. I've loved, I've laughed and cried. I've had my fill, my share of losing. And now as tears subside. I find it all so amusing. To think I did all that. And may I say, not in a shy way. Oh, no, no not me. For what is a man, what has he got. If not himself, then he has not. To say the words he truly feels. And not the words of one who kneels. The record shows I took the blows.",0,1,0,1,1,0,1,0,0
Carrie Underwood,Country,"Jesus, Take the Wheel",Some Hearts,2005.0,"She was driving last Friday on the way to Cincinnati. On a snow white Christmas Eve. Going home to see her Mama and her Daddy with the baby in the backseat. Fifty miles to go and she was running low on faith and gasoline. It'd been a long hard year. She had a lot on her mind and she didn't pay attention. She was going way too fast. Before she knew it, she was spinning on a thin black sheet of glass. She saw both their lives flash before her eyes. She didn't even have time to cry. She was so scared. She threw her hands up in the air. Jesus, take the wheel. Take it from my hands. 'Cause I can't do this on my own. I'm letting go. So give me one more chance. Save me from this road I'm on. It was still getting colder when she made it to the shoulder. And the car came to a stop. She cried when she saw that baby in the backseat sleeping like a rock. And for the first time in a long time. She bowed her head to pray. She said, ""I'm sorry for the way. I've been living my life. I know I've got to change. So from now on tonight"". Oh, Jesus, take the wheel. Oh, I'm letting go. From this road I'm on. Oh, take it, take it from me. Oh, wow, ooh.",1,0,0,0,0,1,0,0,1
Manic Street Preachers,Rock,Die In The Summertime,The Holy Bible,1994.0,"Scratch my leg with a rusty nail, sadly it heals. Colour my hair but the dye grows out. I can't seem to stay a fixed ideal. Childhood pictures redeem, clean and so serene. See myself without ruining lines. Whole days throwing sticks into streams. I have crawled so far sideways. I recognise dim traces of creation. I wanna die, die in the summertime. I wanna die. The hole in my life even stains the soil. My heart shrinks to barely a pulse. A tiny animal curled into a quarter circle. If you really care wash the feet of a beggar.",0,0,0,1,0,1,0,0,1
Rita Marley,Reggae,Fussing And Fighting,Harambe (Working Together For Freedom),1982.0,"Why is this fussing and fighting. I wanna know. Yes I wanna know. Why is this cheating and backbiting. I wanna know, I wanna know now. We should really love each other. In peace and harmony. Instead of here we're fussing and fighting. Like we ain't supposed to be. Yes, I wanna know. Why is this bumping and a boring. I wanna know; Lord I wanna know now. I and I should really love each other. In peace and Inity. Them working iniquity. I wanna know yes I wanna know now. I wanna know; I wanna know how. Lord, I wanna know now.",0,1,0,0,0,0,0,0,1
Reba McEntire,Country,If I Had Only Known,For My Broken Heart,1991.0,If I had only known. It was the last walk in the rain. I'd keep you out for hours in the storm. I would hold your hand. Like a life line to my heart. Underneath the thunder we'd be warm. It was our last walk in the rain. I'd never hear your voice again. I'd memorize each thing you ever said. And on those lonely nights. I could think of them once more. Keep your words alive inside my head. You were the treasure in my hand. You were the one who always stood beside me. So unaware I foolishly believed. That you would always be there. But then there came a day. And I turned my head and you slipped away. It was my last night by your side. I'd pray a miracle would stop the dawn. And when you'd smile at me. I would look into your eyes. And make sure you know my love. For you goes on and on. The love I would've shown.,0,0,0,1,0,1,0,1,0
Nirvana,Rock,Pennyroyal Tea,In Utero,1993.0,I'm on my time with everyone. I have very bad posture. Sit and drink Pennyroyal Tea. Distill the life that's inside of me. I'm anemic royalty. Give me a Leonard Cohen afterworld. So I can sigh eternally. I'm so tired I can't sleep. I'm a liar and a thief. Sit and drink Pennyroyal tea. I'm on warm milk and laxatives. Cherry-flavored antacids.,0,1,0,0,0,1,0,0,1
Tarrus Riley,Reggae,Karma,Cardiac Strings Riddim,,"Be mindful. Don't hurt her. No... no... dont you. Don't hurt her, wooohooo. I'll treat her and she i'll treat you. Cheat pon har she treat pon you. Your choice, your call. Anything you want, she'll give you. You played the game unfair. Dont you wish that she was near. Now you're all alone. Who's fault its your own. Ha ha. Karma.Karma. She's a serious woman. Don't under estimate her powers. Never ever you neglect her. Karma.Karma.Karma, karma. Next time you better think first. Before you go and break another heart and cause hurt. You might not get a next time. No, a just so life work. And there are consiquencies for all your dirty works. Yeaeee. What a serious woman. So simple, you better do her right. Or she'll haunt you.haha. So easy, you better get on her good side believe me. Woiee, she can get ugly. She can get wild. And you nuh wah see when she nah smile. She can be loving, she'll make you smile. Its your choice, make up your mind. Dont under estimate her powers. None a dem can't go round you girl. She's a dangerous woman. Dem can't go round you girl. Karma.Karma.ma.ma.maaa. Dont hurt her. Karmaaa.",1,0,1,0,1,1,0,1,1
