title,lyrics,artist,genre,album,year,binary_sentiment
Dazed and Confused,"Dazed and Confused. Been dazed and confused for so long it's not true. Wanted a woman, never bargained for you. Lots of people talk and few of them know. Soul of a woman was created below, yeah. You hurt and abuse telling all of your lies. Run around sweet baby, Lord how they hypnotize. Sweet little baby, I don't know where you've been. Gonna love you baby, here I come again. If you're going to San Francisco. Be sure to wear some flowers in your hair. You're gonna meet a lot of gentle people there. Every day I work so hard bringing home my hard earned pay. Try to love you baby, but you push me away. Don't know where you're going, only know just where you've been. Sweet little baby, I want you again. Take it easy baby, let them say what they will. Did your tongue wag so much when I sent you the bill?",Led Zeppelin,Rock,Led Zeppelin,1969.0,negative
Dumb Girl,"Dumb Girl. I seen you jockin J.C. cause he got a Mercedes. And you know about his ladies, and all his babies. You just wanna ride, and get inside. And run around town, like Bonnie'n'Clyde. But see the moves you're makin, the route you're takin. Will lead to heartbreakin and I'm not mistaken. You like his money, you'll be his honey. Get the truth - no excuse - you're a great big dummy!. DUMB GIRL.. DUMB GIRL!. I wish I knew, why a girl like you. Wants to do all the things that you do. I know you want a man, but you should understand. That J.C. ain't D, you shouldn't be his fan. You're not this fine, you're out of your mind. And I wrote this rhyme just for your kind. Don't be misled, remember what I said. The rhymes of rappers surely knock some sense in your head. (NOW..) Now you're the flyest girl, in the whole school. But they don't call you fly - they call you fool. Because you don't go to class, you will not pass. You like to go but you should slow because you're goin too fast. And I can tell that you're dumb when you walk in the place. Walkin round with your thumb cold stuck in your face. Always sinnin never winnin cause you're last in the race. You get high and tell a lie and think that makes you the ace. DUMB GIRL.. (stupid!) THE GIRL IS... Now you're a stupid sex fiend, with no will power (POWER). Hit four guys in the bathroom at your last baby shower. All the guys call you fast (FAST) but I call you slow (SLOW). Always sniffin or givin (GIVIN) somebody a blow (BLOW). Givin every guy a try (TRY) at the wink of an eye (EYE). There's somethin that you're missin, that money can't buy (BUY). When it comes to love, you're even hated by Cupid (CUPID). You're (silly) dilly (dumb) and you're JUST PLAIN STUPID!. DUMB GIRL!.. the girl is ... I hope you to listen to the words, that I speak. I'm not playin, what I'm sayin, can never be weak. You should use your brain, but you don't have one. And when it comes to sense you don't have none. YO YO you should know where I'm comin from. But you're just dumb (diddy) dumb (diddy diddy) DUMB DUMB!. DUMB GIRL!. Dumb with a capital D!. Stupid as can be, BREAKDOWN!.. the girl is ... DUMB GIRL! the girl is dumb!.",Run-D.M.C.,Hip-Hop,Raising Hell,1986.0,negative
Plastic Machinery,"Plastic Machinery. I too feel the plastic machinery. I know it's hard to be accepted. Our life is just like a dream to me. At times it's good to be rejected. So, let's just run. Even if. Only in our heads. Leave all of this behind. Unless we could stand still. It's not that we have no interest. It's not that we don't think it's worth it. Oh wait I am such an idiot. My shoulders find this hard to take it. You can tell me, tonight. If not this time. Your thoughts don't need. Don't need to be confined. I feel it too. This broken world. There is no second chance. Our flags unfold. Don't be part of the machinery. On this machine still working in our heads.",The Charlatans,Rock,Different Days,2017.0,negative
I’m Getting Married,"I’m Getting Married. ""Do you take this man for your lawful husband?"". Yes! I do. ""And do you take this lady for your lawful wife? "". Yes, I do. I'm getting married in the morning. *Ding dong! * You hear the church bell ring. She have mi yellow baby, and I'm gonna mind it. So take me to the church on time. But hear me man!. Say, if you think I'm sexy, cho, little girl, reach out and touch me. If you really need me, cho, little girl, reach out and tell me. And, give me your loving, give me your loving. Don't forget about the all night squeezing. Don't forget about the hugging and teasing. Say, on my way me a go a Barbican. On my way me a go a Barbican. Me buck up mi wife weh name Susan. ""Say, Lord, mi husband, I beg you sing a love song"". ""If you ever change your mind about leaving, leaving me behind. Say, honey bring it to me, bring your sweet loving. Bring it along to me. Yeah! Yeah!"". Say, that mi wife is a part of mi life. Mi wife is a part of mi life. Say some a married and some a divorced. Some a them a talk 'bout married life to course. But, tell you, Yellowman the girls them love the most. But when it comes to mic, Yellowman, him can toast. Say that-a, me a the husband, you a the wife. Me fry the chicken, and you boil the rice. Me sweet like sugar and me nice like spice. Them say that me have one good tone of voice. But this come to kill forty leg and lies. Roses are red my love but violets are blue. Sugar is sweet my love but not as sweet as you.",Yellowman,Reggae,20 Super Hits,,positive
David Watts,"David Watts. Fa, fa, fa, fa. I am a dull and simple lad. Cannot tell water from champagne. And I have never met the Queen. And I wish I could have all that he has got. And I wish I could be like David Watts. And when I lie on my pillow at night. I dream I could fight like David Watts. I'd lead the school team to victory. And take my exams and pass the lot. (Wish I could be). Wish I could be like David Watts. Conduct my life like David Watts. I wish I could be like David Watts. He is the head boy at the school. He is the captain of the team. He is so gay and fancy free. And I wish all his money belonged to me. And all the girls in the neighbourhood. Try to go out with David Watts. They try their best but can't succeed. For he is of pure and noble breed. Wish I could be like. (Fa, fa, fa, fa). (Wish I, wish I, wish I). (Wish I could be like).",The Kinks,Rock,Something Else by the Kinks,1967.0,negative
All the Small Things,"All the Small Things. All the small things. True care, truth brings. I'll take one lift. Your ride, best trip. Always, I know. You'll be at my show. Watching, waiting. Commiserating. Say it ain't so. I will not go. Turn the lights off. Carry me home. Na na na na na na na. Late night, come home. Work sucks, I know. She left me roses by the stairs. Surprises let me know she cares. Keep your head still. I'll be your thrill. The night will go on. My little windmill. Say it ain't so (Na na na na na na na). I will not go (Na na na na na na na). Turn the lights off (Na na na na na na na). Carry me home (Na na na na na na na). Keep your head still (Na na na na na na na). I'll be your thrill (Na na na na na na na). The night will go on (Na na na na na na na).",​​blink-182,Rock,Enema of the State,2000.0,positive
A God in an Alcove,"A God in an Alcove. Go and look for the dejected once proud. Idol remembered in stone aloud. Then on coins his face was mirrored. Take a look it soon hath slithered. To a fractured marble slab, renunciation clad. His nourishment extract from his subjects. That mass production profile. He's a God in an alcove. Once he spread the rain. So they dreamt in vain. Once he spread the wheat. Had made garlands for his feet. Until the lily poet of our times. Horizoned on the line. Love became the in theme then. Opposing fakers thrice by ten. Don't perceive his empty plea. That redundant effigy. Take in view his empty stool. What's left is satin cool. Clawing adornment for his crimes. They saw they had to draw the line. So they sent him far away. To a little alcove. All alone. He's a God, a God. Now I am silly. Silly, silly, silly, silly. Silly.",Bauhaus,Rock,In the Flat Field,,negative
Temple of Love (1992) (Extended),"Temple of Love (1992) (Extended). With the fire from the fireworks up above me. With a gun for a lover and a shot for the pain at hand. You run for cover in the temple of love. You run for another but still the same. For the wind will blow my name across this land. In the temple of love you hide together. Believing pain and fear outside. But someone near you rides the weather. And the tears he cried will rain on walls. As wide as lovers eyes. In the temple of love, shine like thunder. In the temple of love, cry like rain. In the temple of love, hear my calling. In the temple of love, hear my name. And the devil in black dress watches over. My guardian angel walks away. Life is short and love is always over in the morning. Black wind come carry me far away. With the sunlight died and night above me. With a gun for a lover and a shot for the pain inside. You run for another it's all the same. For the wind will blow and throw your walls aside. With the fire from the fireworks up above. With a gun for a lover and a shot for the pain. Shine like thunder, cry like rain. And the temple of love grows old and strong. But the wind blows stronger, cold and long. And the temple of love will fall before us. Black wind calls my name to you no more. Ooooooooh. In the black sky thunder sweeping underground. And over water sounds of crying weeping. Will not save your faith for bricks and dreams for mortar. All your prayers must seem as nothing, ninety-six below the wave. When stone is dust and only air remains. In the temple of love (temple of love), shine like thunder. In the temple of love (temple of love), cry like rain (cry like rain). In the temple of love (temple of love), hear the calling. And the temple of love. Is falling down. Temple of love. All your prayers must seem as nothing. Ninety-six below the wave. When stone is dust and air remains. The only haven you can trust. And the temple grows old and strong. But the wind blows stronger cold and long. And the temple of love will fall before. This black wind calls my name to you no more.",The Sisters of Mercy,Rock,A Slight Case of Overbombing: Greatest Hits Volume One,,negative
I Want To Stroll Over Heaven With You,I Want To Stroll Over Heaven With You. If I survey all the good things that come to me from above. If I count all the blessings from the storehouse of love. I'd simply ask for the favor of him beyond mortal king. And I'm sure he would grant it again. I want to stroll over Heaven with you some glad day. When all our troubles and heartaches are vanished away. Then we'll enjoy the beauty where all things are new. I want to stroll over Heaven with you. So many places of beauty we long to see here below. But time and treasures have kept us from making plans as you know. But come the morning of rapture together we'll stand a new. While I stroll over Heaven with you.,Alan Jackson,Country,Precious Memories,2006.0,positive
"North, South, East And West","North, South, East And West. A war's being waged and the world's just a stage. (In this city). The real estate's prime, the number plates rhyme. (Liquidity). Wear a gun and be proud, but bare breasts aren't allowed. Dream up a scam and then rake in the clams. (It's neither here nor there). It's neither here nor there. North and south and east and west. (It has to be somewhere). It ought to be somewhere. I take my payment, I catch my flight. And don't wait up for me tonight. (And you might find me there). And you might find me there. Have a quick throw or host your own show. To a wolf from a lamb, for just half a gram. The face of today just a scalpel away, hey. Restore your lost soul for two dollars plus toll. Backs are patted when calves are fatted. The emperor's clothes are host for the proles. The guys with the brains are all bitter and vain. (Stupidity). The guys with the luck got the bimbos and bucks. North, south, east, west.",The Church,Rock,Starfish,1988.0,negative
"1, 2, 3, 4 (Sumpin’ New)","1, 2, 3, 4 (Sumpin’ New). 1 2 3 4 get your woman on the floor. Gotta Gotta get up to get down. What up everybody, so glad you're here. It's Coolio wit' the flow back in your ear. This ain't a fantastic voyage, but I'm still on a mission. To see if I can get your attention. Now I wanst to drop some information. Just a little additive to your education. I live my life by the code of the funk. 600 watt amps, 18's in the trunk. When I'm on the street, you gotta feel my beat, so. Throw your hands up if you're down with the C. Double O, L, I, O with the flow. I'm lookin' for the party, so let a nigga know. 1 2 3, it's like A B C. If hip hop didn't pay, I'd rap for free. Slide, slide, but that's that past. I got sumpin' brand new for that ass. If you got beef, then nigga eat a pork chop. Once I get it goin', you know it don't stop. I break like anti-locks, panties drop. From hood to hood, block to block. Help, I need somebody. To get it goin' on in this party. Baby you can do it, take your time do it right. We can drink some yak and do it all damn night. My name ain't Wanda, but I'll rock your world. Get more bounce than a jheri curl. Too many looky loos be lookin' for clues. There's a party goin' on, now whatcha gonna do, so. Grab your partner, do se do. If you don't know who it is, it's Coolio. Slide, slide, but that's the past. Rhyme 3:. Push, push, in the bush. But don't step on my toes cuz you might get smushed. It's the brother from around the way. And what I say I been comin' on three like Dr. Dre. Comin' at 'em with pattern an' a fresh pair of atoms. I hope you don't trip cuz I don't want to have to gat 'em. So move your body baby, drive the homeys crazy. The way you shake that ass, always amaze me. Ain't no party like a west coast party. Cuz a west coast party don't stop. So when you see a young nigga. In a Chevy hittin' switches, then you gotta give the nigga his props. I got size in my rise and the motion for your ocean. Coolio got the potion to kick the party open. fade out.",Coolio,Hip-Hop,Gangsta’s Paradise,1996.0,positive
Superunknown,Superunknown. If this isn't what you see. It doesn't make you blind. If this doesn't make you feel. It doesn't mean you've died. Where the river's high. If you don't want to be seen. You don't have to hide. If you don't want to believe. You don't have to try. To feel alive. Alive in the superunknown. First it steals your mind. And then it steals your. If this doesn't make you free. It doesn't mean you're tied. If this doesn't take you down. It doesn't mean you're high. If this doesn't make you smile. You don't have to cry. If this isn't making sense. It doesn't make it lies. And then it steals your soul. Get yourself afraid. Get yourself alone. Get yourself contained. Get yourself control. Control.,Soundgarden,Rock,Superunknown ,1994.0,negative
Stay With You,Stay With You. (intro). Yeah heeey. (verse 1). We've been together for a while now. Growing stronger everyday now. Feel so good and there is no doubt. I will stay with you. As each morning brings the sun rise. And the flowers bloom in spring time. On my loving you can rely. (chorus). Oh I will stay with you. Through your ups and your downs. With no one else is round. When the dark clouds away. I will stay by your side. And I know will be all right. (verse 2). Though relationships get old. And have the tendency to grow cold. We've got something like a miracle. And when the dark clouds away. (verse 3). There'll be heartaches and pain yeah. Though it all. We'll remain. In this life we all know. Friends they come. Friends they go. But through the years I know I will stay. And in the end we'll find. Love so beautiful and divine. We'll be lovers for a lifetime I will stay with you.,Tarrus Riley,Reggae,Parables,,positive
Rivers Of Babylon,"Rivers Of Babylon. Dj. That is then and dis is now. Sing a song of praise and shout it out load. To reach Zion you have to be strong like a lion. Unity and strength divided we fall. Stand up for your right and pure in your want. Keep it in your mind and lock it in your thoughts. By the river of Babylon. Where we sat down. Yeah, where we wept when remembered Zion. For the wicked carried us away captivity. Required from us a song. Now, how can we sing king alpha song in strange land. Sing it loud, sing a song of freedom. Sing along brothers, sing along sisters. Oh, let the words of our mouths. And the meditation of our hearts. Be acceptable in thy sight oh for I. Required from us a song in a strange land. Oh, Oh let the words. Let the words of my mouth. Be acceptable in thy sight.",Inner Circle,Reggae,Jamaika Me Crazy,,negative
Jamaica Ska,"Jamaica Ska. Ska ska ska, Jamaica ska. Not many people can cha cha cha. Not everybody can do the twist. But everybody can do the ska. It's the dance you can't resist. Now everybody can do the ska. It's new dance that goes like this. Now bow your head. Swing your arms. Shake your hips. Now do a dip.",Desmond Dekker,Reggae,King of Kings,,positive
A Tale of 2 Citiez,"A Tale of 2 Citiez. Since a youngin' always dreamed of gettin' rich. Look at me my nigga. Fantasize about a white picket fence. With some trees my nigga. Used to want a Pathfinder with some tints. That's all I need my nigga. Throw some 20's on that bitch and get it rinsed. But now I see my nigga. That the world's a lot bigger ever since. Picked up the paper. And they say my nigga Eddie caught a body, I'm convinced. Anybody is a killer, all you gotta do is push 'em to the limits. Fuck being timid in the Civic. Politicin' with the pushers and the pimps. I'm tryna write a story, can I get a glimpse? Yeah, can I get a glimpse? Last night I had a bad dream. That I was trapped in this city. Then I asked is that really such a bad thing? They robbin' niggas on the daily. Can you blame a nigga that ain't never had things? Guess not! (What's the value of a thing?). Last night they pulled up on my nigga at the light like. Ugh, nice watch, run it. Hands in the air now, hands in the air, run it. Hands in the air now, hands in the air. Small town nigga Hollywood dreams. I know that everything that glitters ain't gold. I know the shit ain't always good as it seems. But tell me till you get it how could you know? How could you know? Listen up I'm about to go and get rich. Fuck with me my nigga. We gon' circle round the Ville and hit a lick. Cop some tree my nigga. And some powder, bag it up and make it flip. You gon' see my nigga. One day we gon' graduate and cop a brick. And that's the key my nigga. Listen up I'm 'bout to go and get rich. Stand back and watch if you want to nigga. Me I want my pockets fat, a badder bitch. Tired of seein' niggas flaunt, I wanna flaunt too nigga. Watch some rollers in a fuckin' Crown Vic. Tryna lock a nigga up, that's what they won't do nigga. Wanna know a funny thing about this shit? Even if you let em' kill your dream. It'll haunt you nigga, haunt you. I look around like. Do you wanna be another nigga, that ain't never had things? Last night we pulled up on a nigga at the light like. (You know what the fuck it is nigga, run that shit!). Uh, nice watch, run it. Father forgive me for my childish ways. I look outside and all the clouds are gray. I need your hands to take me miles away. Your wish is my command, my command, my command. But before you go I've got to warn you now. Whatever goes up surely must come down. And you'll get your piece, but know peace won't be found. So why just take me man, take me man, take me man.",J. Cole,Hip-Hop,2014 Forest Hills Drive,2014.0,negative
Alabama Song (Whisky Bar),"Alabama Song (Whisky Bar). Well, show me the way. To the next whiskey bar. Oh, don't ask why. Show me the way. For if we don't find. The next whiskey bar. I tell you we must die. I tell you, I tell you. x2. Oh, moon of Alabama. We now must say goodbye. We've lost our good old mama. And must have whiskey, oh, you know why. Show me the way to the next little girl. The next little girl.",The Doors,Rock,The Doors,1967.0,negative
Who Is Your Neighbor,"Who Is Your Neighbor. If you're walking tall in your neighborhood. There's a man next door trying to cut you down. If you're working hard at your job I say. There's a man beside you looking to pull you down. Tell me who is your neighbor. I wanna know. Who is your friend sir, yea. Who is your neighbor. Who is your friend, sir. If you work your hardest best to make this life a success. There's a man around who's gonna discredit you. If you've got a happy home and a contented life. There'll be a snake in the grass trying to build up some strife. If you give to charity and treat your workers good. There'll be covetous ones claiming you're no good. But when criticized just keep silent. Cause we realize that they're devil sent.",Rita Marley,Reggae,Harambe (Working Together For Freedom),1982.0,negative
Great Train Robbery,"Great Train Robbery. New york, woah!. New york city, oh!. Dadadaa... New york, woah!. Dadadaa... Oh yeah. Terrible than the great train robbery oh, oh, oh. More terrible than the great train robbery. Terrible than the great train robbery. The things I've done in life will go down in history. In the big apple, the place called new york city. What's going down? Come and report it to me. Anything going down. I heard those boys planned a nearly ten million robbery, woah. Well, if they make it, they probably gotta break it. Although I wasn't there, it was 50-50 share. Anything going down; come and report it to me. A business got to learn, food got to eat. So brother do it neat, cross 110th street. And if the brothers messed it up. And don't let me get my cut. There's gonna be. Hell up in harlem. And what's going down? No good friends ever let you down, no, no, no. Ain't gonna get me down. You ain't gonna let me down. Ain't gonna get me down, no, no. It was all planned out!. Yes we have an inside view. So we knew just what to do. Brothers they respect the don. So they carry out the plan. After they take the train. Next day they did lick champagne. Money flowing down like rain...",Black Uhuru,Reggae,Brutal,,negative
I Got A Car,"I Got A Car. She was leaning on a rail in a cotton dress. Summer tanned pretty, little perfect mess. With a story that could only be anybody's guess. And I was thinking that I probably didn't stand a chance. But I rolled up my sleeves, walked up and I said. Hey, I know I don't know you but I'd kinda like a shot. She said, I saw you coming over, I already thought it over. And okay, so now what. And I said, well I got a car, she said, there's something. At least it's a start, I said, it's better than nothing. I ain't in no hurry but I'm ready when you are. And she said, where do you think all this is going. I said, there ain't no way of knowing. I guess I hadn't thought it through that far. But I got a car. So, we let the wheels turn and the windows down. We let ourselves go all the way through town. She never said stop and I never asked her why. We drove into the night, when outta nowhere. She said, I'd give anything to never go back there. And I kinda wish this day would never end. She said, I could use a change but I don't even know where to begin. I really hadn't thought it through that far. I can't promise you the moon and stars. We got lost in the miles, lost track of the days. 'Til we finally found a stopping place. When the doctor said, you know what's on the way. And we found ourselves in a little white house. One Sunday morning, rain pouring down. She said, I think it's time but all the lines are out. And her eyes teared up and she said, what are we gonna do now. You think it'll start, I said, it's already running. Got your things in the back and I'm ready when you are. She said, are you sure it'll get us where we're going. I said, if there's one thing I know girl, it's gotten us this far. And I don't mean to hurry but I'm ready when you are.",George Strait,Country,Love Is Everything,2013.0,positive
Protect Me From What I Want,Protect Me From What I Want. It's the disease of the age. It's the disease that we crave. Alone at the end of the rave. We catch the last bus home. Corporate America wakes. Coffee republic and cakes. We open the latch on the gate. Of the hole that we call our home. Protect me from what I want. Protect me protect me. Maybe we're victims of fate. Remember when we'd celebrate. We'd drink and get high until late. And now we're all alone. Wedding bells ain't gonna chime. With both of us guilty of crime. And both of us sentenced to time.,Placebo,Rock,Sleeping With Ghosts,,negative
My Sweet Prince,"My Sweet Prince. Never thought you'd make me perspire. Never thought I'd do you the same. Never thought I'd fill with desire. Never thought I'd feel so ashamed. Me and the dragon. Can chase all the pain away. So before I end my day. Remember. My sweet prince. You are the one. Never thought I'd have to retire. Never thought I'd have to abstain. Never thought all this could backfire. Close up the hole in my vein. Me and my valuable friend. Can fix all the pain away. Never thought I'd get any higher. Never thought you'd fuck with my brain. Never thought all this could expire. Never thought you'd go break the chain. Me and you, baby. Used to flush all the pain away.",Placebo,Rock,Without You I’m Nothing,1998.0,positive
End Up with You,"End Up with You. I don't really care 'bout making any plans. Leave it up in the air, give it up to chance. Seein' where it goes, seein' where it lands. I just wanna go as fast as we can. And we could end up broke down on some back road. Lovin' in the back seat to the radio. Wouldn't be the worst scenario. 'Cause all I wanna do is end up with you. Get home and we're locked out. Middle of the backyard laying down. Last thing that I'd worry 'bout. Yeah, all I wanna do is end up with you. To the end of the world if you wanted to. Yeah, 'cause you could light up the dark side of the moon. Don't leave it up to me, I'll leave it up to you. 'Cause I just want one thing when the night is through, yeah. We could end up broke down on some back road. All I wanna do is end up with you. End up with you, end up with you. All I wanna do is end up with you, you, you, you.",Carrie Underwood,Country,Cry Pretty,2018.0,positive
Arab Money,"Arab Money. Ron Browz, yes!. Oh, we back in the most amazin' way. Well, lemme introduce you to the new talk. Let's get straight to it. C'mon!. La ilaha illa Allah, ha la ili, hay yo. Hili b'Allah, hey, hili bay yo. We getting Arab money. Hala sheiki, ha lini falla. Mili ha lan shi inni mala. Now, there ain't no way that you could kill the beast dead. I got Middle East women and Middle East bread. I got oil well money in the desert playing golf. Dolce shorts, dashiki with a Louis Scarf. Chest cold, diamonds make a nigga wanna cough. In Dubai, 20 million on the villa loft. And then I step up in the club and then these other niggas mad as shit. The way I make the people wanna sing the hook in Arabic!. Seven star hotels, Maybach, movie sick. Big bitches, knock-kneed camel-toed groupie shit. Women walk around while security on camelback. Club on fire now, niggas don't know how to act. Sittin' in casinos while I'm gamblin' with Arafat. Money long, watch me purchase pieces of the Almanac. Y'all already know, I got the streets buzzin'. While I make you bow down and make Salaat like a Muslim. See, now I take trips to Baghdad dummy. While I use stacked chips and count Arab money now. I don't need to get fresh, about to grow a beard duke. So much cake even the money look weird too. Domestic bread, and I'm broad, I'm tryna eat right. Prince Al-Waleed bin Talal Al Saud. They respect the value of my worth in Mali, Malaysia. Iran and Iraq, Saudi Arabia!.",Busta Rhymes,Hip-Hop,Back on My B.S.,2008.0,positive
Let Me Let Go,"Let Me Let Go. I thought it was over, baby. We said our goodbyes. But I can't go a day without your face. Going through my mind. In fact, not a single minute. Passes without you in it. Your voice, your touch, memories of your love. Are with me all of the time. Let me let go, baby. Let me let go. If this is for the best, why are you still in my heart? Are you still in my soul? I talked to you the other day. Looks like you make your escape. You put us behind, no matter how hard I try. I can't do the same. It just isn't right. I've been two thousand miles. Down a dead-end road. Let me let go, darling, won't you? I just gotta know, yeah. If this is for the best. Why are you still in my heart? The lights of this strange city are shining. But they don't hold no fascination for me. I try to find the bright side, baby. But everywhere I look, everywhere I turn. You're all I see. Let me, let me let go, baby, won't you? Oh, let me let go, darling, won't you? I just gotta know. Yeah, you're still in my soul.",Faith Hill,Country,Faith,,negative
Blame It on My Youth,"Blame It on My Youth. Blame it, blame it on my youth. I wasn't born with the rich blood. I started out with plenty of nothing at all. I got stuck in the thick mud. The flash flood, punk rock, and the alcohol. I was raised on a rerun. I was bored to death, so I started a band. Cut my teeth on a safety dance. My attention span never stood a chance. It's too late. Can you forgive me now? You could never kill my high. I'm the ink and you're the headline (Oh). You can never block my shine. I've been lost since 1999 (Oh). (Blame, blame, blame on my youth). I wasn't made for the good life. I ended up getting stuck on the side of the road. I tripped and fell on hard times. Tough breaks are the only kind I know. I was left on a door step. I was scared to death with nowhere to go. Cut myself on the neighbors' fence. That I hopped as the cops tried to take me in. You could never block my shine. I was raised on the Ritalin. Ever since I was a little kid (Little kid). No one ever seemed to give a shit (Give a shit). And I don't need an excuse. I don't need an excuse. I'm the ink and you're the headline. You can never kill my high (Endless summer). I'm the ink and you're the headline (Stretching on and on). Blame it, blame it on my youth (Oh, oh). Endless summer. Stretching on and on.",​​blink-182,Rock,NINE,2019.0,positive
Chill Out,"Chill Out. One of these days. Things gonna change. Tings gonna change. You'll try not baby. Afterwhile gonna be mine. Gonna be mine. I'm old and lonely baby. Cry, cry, crying. Won't be long, long. Sometime. In the middle of the night. And you're so long. And so long and so long. Change, change, change. Further on up the road, baby. Change, baby. You'll try not to leave. But after while gonna be mine. My time my time baby. Yes it is. Change change change.",Black Uhuru,Reggae,Chill Out,,positive
Modern Love,"Modern Love. I know when to go out. And when to stay in. Get things done. I catch the paper boy. But things don't really change. I'm standing in the wind. But I never wave bye-bye. But I try. I try. There's no sign of life. It's just the power to charm. I'm lying in the rain. Never going to fall for. (Modern Love) walks beside me. (Modern Love) walks on by. (Modern Love) gets me to the church on time. (Church on Time) terrifies me. (Church on Time) makes me party. (Church on Time) puts my trust in God and Man. (God and Man) no confessions. (God and Man) no religion. (God and Man) don't believe in Modern Love. It's not really work. I'm still standing in the wind. But I never wave bye bye. (Church on time) terrifies me. (Church on time) makes me party. (Church on time) puts my trust in God and Man. Modern love, modern love, modern love, modern love. (Modern love, modern love, modern love, modern love). Modern love, walks beside me (modern love). Modern love, walks on by (modern love). Never gonna fall for.",David Bowie,Rock,Let’s Dance,1983.0,negative
All I Need,"All I Need. I'm the next act. Waiting in the wings. I'm an animal. Trapped in your hot car. I am all the days. That you choose to ignore. You are all I need. You're all I need. I'm in the middle of your picture. Lying in the reeds. I'm a moth. Who just wants to share your light. I'm just an insect. Trying to get out of the night. I only stick with you. Because there are no others. It's all wrong, it's all wrong, it's all wrong. It's all right, it's all right, it's all right. It's all wrong, it's all right. It's all right, it's all right.",Radiohead,Rock,In Rainbows,2007.0,negative
Karaoke Queen,"Karaoke Queen. Tedium is overcome. From obscurity, through melody. And when I'm blind it helps me. See through your key. No one can touch, no need to rush. Presented by my alibi. When I'm down it brings me round. So easily. At eight o'clock, I take my leave. And when I'm done and dusted. Tonight I'm gonna be. I'll be a karaoke queen, it's not me you see. I'm gonna take you down to a place. I know you'd rather be. It's just a three minute song. It doesn't last very long. But it'll take you to a place I know you'd rather be. Hey you can dance. Oooh sha la la la la la la. Common sense has excuses. Recklessness, its uses. But don't go fusing silence with charisma. At nine o'clock you can count on me. And when I'm up I'm ready. Where you can dance. I'm doomed to fail. The stage gives way. It's an apostrophe to my legacy. But though I'm bruised. I'll happily do it all again. At 10 o'clock don't wait up for me. Coz when I'm up I'm ready. Matthew!. And you an dance if you want to. Show appreciation. But step up to the mic for the full sensation. And you can dance. And you can ooh la la la ooh sha la la la.",Catatonia,Rock,Equally Cursed and Blessed,1999.0,positive
An American Trilogy,"An American Trilogy. Oh I wish I was in the land of cotton. Old times there are not forgotten. Look away, look away, look away Dixieland. Oh I wish I was in Dixie, away, away. In Dixieland I take my stand to live and die in Dixie. Because Dixieland, that's where I was born. Early Lord one frosty morning. Glory, glory hallelujah. His truth is marching on. So hush little baby. Don't you cry. You know your daddy's bound to die. But all my trials, Lord will soon be over.",Elvis Presley,Rock,Elvis: As Recorded Live On Stage In Memphis,,negative
This Old Guitar,"This Old Guitar. This old guitar taught me to sing a love song. Showed me how to laugh and how to cry. It introduced me to some friends of mine. And brightened up some days. It helped me make it through some lonely nights. Oh, what a friend to have on a cold lonely night. This old guitar gave me my lovely lady. It opened up her eyes and ears to me. It brought us close together. I guess it broke her heart. But it opened up the space for us to be. What a lovely place, a lovely space to be. This old guitar gave me my life, my living. All the things you know I love to do. To serenade the stars that shine. From a sunny mountain side. Most of all, to sing my songs for you. Ooh, I love to sing my songs for you. Yes I do, Lord, I love to sing my songs for you.",John Denver,Country,Back Home Again,1974.0,positive
Heart-Shaped Box,"Heart-Shaped Box. She eyes me like a Pisces when I am weak. I've been locked inside your heart-shaped box for weeks. I've been drawn into your magnet tar pit trap. I wish I could eat your cancer when you turn black. Hey! Wait! I got a new complaint. Forever in debt to your priceless advice. Your advice. Meat-eating orchids forgive no one just yet. Cut myself on angel hair and baby's breath. Broken hymen of 'Your Highness', I'm left black. Throw down your umbilical noose so I can climb right back.",Nirvana,Rock,In Utero,1993.0,negative
