artist,genre,title,album,year,lyrics,Amazement,Calmness,Joyful activation,Nostalgia,Power,Sadness,Solemnity,Tenderness,Tension
Kendrick Lamar,Hip-Hop,King Kunta,To Pimp a Butterfly,2015.0,"King Kunta. I got a bone to pick. I don't want you monkey-mouth motherfuckers. Sittin' in my throne again. Ayy, ayy, nigga, what's happenin'? K-Dot back in the hood, nigga!. I'm mad (He mad! ), but I ain't stressin'. True friends, one question. Bitch, where you when I was walkin'? Now I run the game, got the whole world talkin'. King Kunta, everybody wanna cut the legs off him. Kunta, black man taking no losses, oh yeah. When you got the yams(What's the yams?). The yam is the power that be. You can smell it when I'm walkin' down the street. (Oh yes, we can, oh yes, we can). I can dig rappin', but a rapper with a ghost writer? What the fuck happened? (Oh no!). I swore I wouldn't tell, but most of y'all sharing bars. Like you got the bottom bunk in a two-man cell (A two-man cell). Something's in the water (Something's in the water). And if I gotta brown-nose for some gold. Then I'd rather be a bum than a motherfuckin' baller (Oh yeah!). King Kunta, black man taking no losses, oh yeah. The yam brought it out of Richard Pryor. Manipulated Bill Clinton with desires. 24/7, 365 days times two. I was contemplatin' gettin' off stage. Just to go back to the hood, see my enemy, and say (Oh yeah). You goat-mouth mammyfucker. I was gonna kill a couple rappers, but they did it to themselves. Everybody's suicidal, they ain't even need my help. This shit is elementary, I'll probably go to jail. If I shoot at your identity and bounce to the left. Stuck a flag in my city, everybody's screamin', ""Compton!"". I should probably run for mayor when I'm done, to be honest. And I put that on my momma and my baby boo too. 20 million walkin' out the court buildin', woo-woo!. Aw, yeah, fuck the judge. I made it past 25, and there I was. A little nappy-headed nigga with the world behind him. Life ain't shit but a fat vagina. Screamin', ""Annie, are you okay? Annie, are you okay?"". Limo tinted with the gold plates. Straight from the bottom, this the belly of the beast. From a peasant to a prince to a motherfuckin' king (Oh yeah). Bitch, where you when I was walkin'*Gunshot*. By the time you hear the next pop. The funk shall be within you*Gunshot*. Funk, funk, funk, funk, funk, funk, funk, funk, funk, funk, funk. We want the funk. Now if I give you the funk, you gon' take it? Do you want the funk? I remember you was conflicted, misusing your influence.",0,0,1,1,1,0,0,0,1
Wyclef Jean,Hip-Hop,Sang Fezi,The Carnival,1997.0,"Sang Fezi. Ki ayisien kap di'm map mache New-York san fezi. Mwen di ou messie nou menti. Le bum yo ginbe ou yo devore ou se le ou mouri police vini. Penden'm kanpe sou flatbush mwen woue on police ap vini. Li di mwen map vann drog. Mwen di mon che ou menti. Li vin pou'l vin cheke'm mwen di mwen pa gen anyen. Se nan yon ti bal mwen tapwal la pou' cheke on ti zen. Big up big up phantom mwen renmen Tabou Combo. Se sak fe depwim nan bal la mwen mande kote moun yo. Timtim bwa sek mwen couri lem ouvri pot. Nan yon cimitie pase mwen woue on tet san kok. A b c d f g si'ou vle batay se danje. Mem si ou kon jwe foutbol denie gol lan se pou Pele. Pa joure manmam, manmam se kreol. Fesi'm se bousol. Kompa'm se lakol. Original ayisieeennnn kwa de boukeeee. Gen neg ki pense brooklyn'm fet ayiti'm fet kwa de bouke. Prezidan, mwen pa vle prezidan ou. Wase mikrofon nan mwen se gouveman ou. Bon nom'm se Wyclef yo rele'm fanfan. Mwen gen on ti se yo rele Roz Salon. Mwen yon cheval ki vole chak swa. Mwen gen cheve pwav, mwen pa vle cheve soi. Bad boy Ayisien ki soti en Ayiti. Depui mwen gen pwoblem mwen rale ouzi. Le mal lekol ameriken te kon joure'm. Yo relem neg nwe, yo relem ti refijie. Jan yo pale mwen woue yo pa civilise. Jan yo pale mwen woue yo pa kon bon Djie. 45 bo kotem plis mwen gen de pie kole. Si on neg teste'm mape pete de gren zie'l. Orijinal ayitien ki soti jerizalem. Si on neg teste'm ane sa a ou pap oue nwel. Kote moun yo? mwen pa woue moun yo. Then you should know. That one day we are gone. So keep your head to the sky. See the path we refuse is the path we should choose. They won't take the world when you die. Ayitien tiree. Leve le men, leve le men, chante, chante. Yon bagay yo di'm fi petyon vil pa vle neg ki gen cheve pwav. Mwen gen cheve pwav.",1,1,0,0,0,0,0,0,0
Garth Brooks,Country,Ask Me How I Know,Gunslinger,2016.0,"Ask Me How I Know. You're stubborn as they come, you'll never settle down. You'll always be the one who doesn't stick around. You make all the rules, you're set in your ways. You gotta have your freedom, you gotta have your space. But one day you'll meet the girl you swore you'd never find. Start feeling things you never felt and spending all your time. Trying to figure out how she got this hold on you. And when you start to fall, you'll hold onto your pride. Start building up your walls and never let her get inside. You'll push her away 'cause that's all you know how to do. And then she'll leave and you won't beg her not to go. Ask me how I know. Go on and shake your head and tell me that I'm wrong. Say, ""I'm just another fool and this is just another song"". But I know how you are 'cause I know how I am. And I'd give anything to go back and try again. And you best put this song on repeat. Maybe then you won't end up like me.",1,0,0,1,0,1,0,1,0
Lucky Dube,Reggae,Slave,Slave,,"Slave. Ministers of religion. Have visited me many times. To talk about it. They say to me. I gotta leave it I gotta leave it. It's a bad habit. For a man. But when I try to leave it. My friends keep telling me. I'm a fool amongst fools. Now I'm a slave, a slave. I'm a slave. I'm a liquor slave. I'm a slave, a slave, slave. Just a liquor slave. I have lost my dignity. I had before trying. To please everybody. Some say to me. Yo yo. I look better when I'm drunk. Some say no no no. I look bad you know. Sometimes I cry. I cry but my crying. Never helps me none. 'Cause now I am a slave, a slave. I'm just a liquor slave. I am a slave, a prisoner. Every night when I'm. Coming back home. My wife gets worried. 'Cause she knows. Shes got double trouble. Coming home. I cry lord I cry. But my crying. Never helps me.",0,0,0,0,0,1,0,0,0
Soundgarden,Rock,Spoonman,Superunknown ,1994.0,"Spoonman. Feel the rhythm with your hands. (Steal the rhythm while you can). Spoonman. Speak the rhythm on your own. (Speak the rhythm all alone). Spoonman, come together with your hands. Save me, I'm together with your plan. Save me. All my friends are Indians. (All my friends are brown and red). All my friends are skeletons. (And beat the rhythm with their bones). Save, save me. Save me, yeah. Save. With your...C'mon, c'mon, c'mon. C'mon, c'mon, c'mon. With your hands. C'mon, c'mon, c'mon, c'mon.hands. Come on while I get off, come on while I get off. Come on while I get off, come on while I get off!. Save, yeah!. With your, with your hands.",0,0,1,0,0,1,0,1,1
Kanye West,Hip-Hop,No More Parties in LA,The Life of Pablo,2016.0,"No More Parties in LA. La-di-da-da-a, da-a (I like this flavor). La-da-da-da-di-da-da-a, la-a (La-a, la-a, la-a). Let me tell you, I'm out here. From a very far away place. All for a chance to be a star. Nowhere seems to be too far. No more parties in L.A.. Please, baby, no more parties in L.A., uh. No more (Los Angeles). Please (Shake that body, party that bod-). Please (Shake that body, party that body). Hey, baby, you forgot your Ray Bans. And my sheets still orange from your spray-tan. It was more than soft porn for the K-Man. She remember my Sprinter, said ""I was in the grape van"". Uhmwell, cutie, I like your bougie booty. Come, Erykah Badu-mewell, let's make a movie. Hell, you know my repertoire is like a wrestler. I show you the ropes, connect the dots. A country girl that love Hollywood. Mama used to cook red beans and rice. Now it's Denny's, 4 in the morning, spoil your appetite. Liquor pouring and niggas swarming your section with erection. Smoke in every direction, middle finger pedestrians. R&B singers and lesbians, rappers and managers. Music and iPhone cameras. This shit unanimous for you, it's damaging for you, I think. That pussy should only be holding exclusive rights to me, I mean. He flew you in this motherfucker on first class. Even went out his way so you could check in an extra bag. Now you wanna divide the yam like it equate the math? That shit don't add up, you're making him mad as fuck. She said she came out here to find an A-list rapper. I said baby, ""Spin that 'round and say the alphabet backwards"". You're dealing with malpractice, don't kill a good nigga's confidence. Just 'cause he a nerd and you don't know what a condom is. The head still good, though; the head still good, though. Make me say ""Nam Myoho Renge Kyo"". Make a nigga say big words and act lyrical. Make me get spiritual, make me believe in miracles. Buddhist monks and Cap'n Crunch cereal. Lord have mercy, thou will not hurt me. Five buddies all herded up on a Thursday. Bottle service, head service, I came in first place. The opportunity, the proper top of breast and booty cheek. The pop community, I mean these bitches come with union fee. And I want two of these, moving units through consumer streets. Then my shoe released, she was kickin' in gratuity. And yeah, G, I was all for it. She said, ""K-Lamar, you kinda dumb to be a poet"". I'ma put you on game for the lames that don't know they a rookie. Instagram is the best way to promote some pussy. Scary, scary. Please, baby, no more parties in L.A.. Friday night, tryna make it into the city. Breakneck speeds, passenger seatsomethin' pretty. Thinking back to how I got here in the first place. Second-class bitches wouldn't let me on first base. A backpack nigga with luxury tastebuds. And the Louis Vuitton store got all of my pay stubs. Got pussy from beats I did for niggas more famous. When did I become A-list? I wasn't even on a list. Strippers get invited to where they only got hired. When I get on my Steve Jobs, somebody gon' get fired. I was uninspired since Lauryn Hill retired. And 3 Stacks, man, you preaching to the choir. Any rumor you ever heard about me was true and legendary. I done got Lewinsky'd and paid secretaries. For all my niggas with babies by bitches. That use they kids as meal tickets. Not knowin' the disconnect from the father. The next generation will be the real victims. I can't fault 'em, really. I remember Amber told my boy. No matter what happens, she ain't goin' back to Philly. Back to our regularly scheduled programmin'. Of weak content and slow jammin'. But don't worry, this one's so jammin'. You know it, L.A., it's so jammin'. I be thinkin' every day. Mulholland Drive need to put up some goddamn barricades. I be paranoid every time, the pressure. The problem ain't I be drivin', the problem is I be textin'. My psychiatrist got kids that I inspired. First song they played for me was 'bout their friend that just died. Textin' and drivin' down Mulholland Drive. That's why I'd rather take the 405. I be worried 'bout my daughter, I be worried 'bout Kim. But Saint is baby 'Ye, I ain't worried 'bout him. Had my life threatened by best friends with selfish intents. What I'm supposed to do? Ride around with a bulletproof car and some tints? Every agent I know, know I hate agents. I'm too black, I'm too vocal, I'm too flagrant. Something smellin' like shit, that's the new fragrance. It's just me, I do it my way, bitch. Some days I'm in my Yeezys, some days I'm in my Vans. If I knew y'all made plans, I wouldn't have popped the Xans. I know some fans thought I wouldn't rap like this again. But the writer's block is over; emcees, cancel your plans. A 38-year-old 8-year-old with rich nigga problems. Tell my wife that I hate the Rolls so I don't never drive it. It took six months to get the Maybach all matted out. And my assistant crashed it soon as they backed it out. Goddamn! Got a bald fade, I might slam. Pink fur, got Nori dressin' like Cam. Thank God for me! (Los Angeles). Whole family gettin' money, thank God for E!. I love rockin' jewelry, a whole neckful. Bitches say he fun-ny and disrespectful. I feel like Pablo when I'm workin' on my shoes. I feel like Pablo when I see me on the news. I feel like Pablo when I'm workin' on my house. Tell 'em party's in here, we don't need to go out. We need the turbo thots, high speed, turbo thots. Drop-dro-dro-dro-drop, like Robocop. She brace herself and hold my stomach, good dick'll do that. She keep pushin' me back, good dick'll do that. She push me back when the dick go too deep. This good dick'll put your ass to sleep. Get money (Money, money, money)!. Big, big money (Money, money, money!). And as far as real friends, tell all my cousins I love 'em. Even the one that stole the laptop, you dirty motherfucker!. I just keep on lovin' you, baby. And there's no one else I know can take your pla-, pla-, pla-. Please, no more parties in L.A.. Let me tell you, I'm out here from a very far away place. Swish.",0,0,0,1,1,1,0,1,0
De La Soul,Hip-Hop,Pain,and the Anonymous Nobody,2016.0,"Pain. Pain will make it better. Tell me how you feel. Look over your shoulder. Time will make it real. Give me no excuses. I know how ya feel. Let me see how many palms go up high. If you've ever felt the world had you licked. And what you waving side to side to symbolize. Needing help on the sand put you under quick. Big mama said ""the Devil's up to no good"". But we can heal it on a Sunday with a good book. Or we can kill it on a Monday for a good look. Make it part of the campaign, to withstand pain. Me, myself, place it all on my shoulders. And give it my all, like heavy lifting. No gain without tears and sweat. They claim blue skies with white clouds, steady drifting. When pain come to get ya, it hit ya like flu. Better times will pick ya, do what you gotta do. To earn focus in the stormy weather. Come out the tunnel to the light saying. (I hear the people saying). (I heard my people saying). No wetter, four-letter, mo' better. Slow pain, no gain, go getta. Change like the weather. Solid as a rock, small piece of leather but well put together. Flames are endeavors. Time to find out that gain makes it better. Pain makes it better. Shades of epiphany, can't let it get to me. Move so differently, do it so swiftly. Ease into my style, lay mine down. King be crowned, look at me now. Teaching my classes by the masses. Used to gang bang, used to love the clashes. Now cash is the only motivation. But not for me G, I'm into public relations. That's food for your, De La Soul, word to the letter. (I heard my nana say it say). The bigger the headache, bigger the pill. The harder you fall, stronger the will. We came from the back of the bus, talking Watts to Mobile. Now we're on a house on a hill. Struggle went from filling ya gas tank. The bank wasn't feeling your loan. The OT coudn't cover the bills. When life came with a couple of spills. But we're gonna use that pain fo' fuel so. (I heard the people say). (You and my people saying). Your music means everything.",0,0,0,0,1,1,1,0,0
Inner Circle,Reggae,Sweat,,,"Sweat. I've been watching you. A la la la la long, a la la la la long long li long long long. C'mon. Hey. Standing across the room. I saw you smile. Said i want to talk to you-oo-oo. For a little while. But before i make my move. My emotions start running wild. My tongue gets tied. And that's no lie. Looking in your eyes. Looking in your big brown eyes. Ooh yeah. And i've got this to say to you. Hey!. Girl i want to make you sweat. Sweat till you can't sweat no more. And if you cry out. I'm gonna push it some, more, more. I'm gonna push it. Push it, push it some more. So i said to myself. Does she love me or not? But the dreads done know. That love is his to get. With a little bit of this. And a little bit of that. My lyric goes on the attack. Looking in you eyes. Ooh girl. One more time. Sing it. Woo woo woo woo wee yeah. Eyes.",0,0,1,0,1,0,0,1,0
2Pac,Hip-Hop,I Ain’t Mad At Cha,All Eyez on Me,1996.0,"I Ain’t Mad At Cha. Change, shit. I guess change is good for any of us. Whatever it take for any of y'all niggas to get up out the hood. Shit, I'm wit'cha, I ain't mad at cha. Got nothin' but love for ya, do your thing, boy. Yeah, all the homies that I ain't talk to in a while. I'ma send this one out for y'all. Know what I mean? 'Cause I ain't mad at cha. Heard y'all tearin' up shit out there. Kickin' up dust, givin' a motherfuck. Yeah, niggas, 'cause I ain't mad at cha. Now we was once two niggas of the same kind. Quick to holla at a hoochie with the same line. You was just a little smaller, but you still rolled. Got stretched to Y.A. and hit the hood swoll. 'Member when you had a Jheri Curl, didn't quite learn. On the block, wit'cha Glock, trippin' off sherm. Collect calls to the crib, sayin' how you've changed. Oh, you a Muslim now? No more dope game. Heard you might be comin' home, just got bail. Wanna go to the mosque, don't wanna chase tail. It seems I lost my little homie, he's a changed man. Hit the pen and now no sinnin' is the game plan. When I talk about money, all you see is the struggle. When I tell you I'm livin' large, you tell me it's trouble. Congratulations on the weddin', I hope your wife know. She got a playa for life, and that's no bullshittin'. I know we grew apart, you probably don't remember. I used to fiend for your sister, but never went up in her. And I can see us after school, we'd bomb. On the first motherfucker with the wrong shit on. Now the whole shit's changed and we don't even kick it. Got a big money scheme and you ain't even with it. Knew in my heart you was the same motherfucker that. Go toe to toe when it's time to roll, you got a brother's back. And I can't even trip, 'cause I'm just laughin' at cha. You tryin' hard to maintain, then go ahead. I ain't mad at cha. We used to be like distant cousins, fightin', playin' dozens. Whole neighborhood buzzin', knowin' that we wasn't. Used to catch us on the roof or behind the stairs. I'm gettin' blitzed and I reminisce on all the times we shared. Besides bumpin' and grindin', wasn't nothin' on our mind. In time, we'd learned to live a life of crime. Rewind us back to a time was much too young to know. I caught a felony, lovin' the way the guns blow. And even though we separated, you said that you'd wait. Don't give nobody no coochie while I'll be locked up state. I kiss my mama goodbye and wipe the tears from her lonely eyes. Said I'll return but I gotta fight, the fate's arrived. Don't shed a tear, 'cause Mama, I ain't happy here. I blew trial, no more smiles for a couple years. They got me goin' mad, I'm knockin' busters on they backs. In my cell, thinkin', ""Hell, I know one day I'll be back"". As soon as I touch down. I told my girl I'd be there, so prepare to get fucked down. The homies wanna kick it, but I'm just laughin' at cha. 'Cause you's a down-ass bitch and I ain't mad at cha. A true down-ass bitch and I ain't mad at cha. Well, guess who's movin' up? This nigga's ballin' now. Bitches be callin' to get it, hookers keep fallin' down. He went from nothin' to lots, ten carats to rock. Went from a nobody nigga to the big man on the block. He's Mr. Local-Celebrity, addicted to movin' ki's. Most hated by enemies, escape in the luxury. See, first you was our nigga, but you made it so the choice is made. Now we gotta slay you while you faded, in the younger days. So full of pain while the weapons blaze. Gettin' so high off that bomb, hopin' we make it to the better days. 'Cause crime pays, and in time, you'll find a rhyme'll blaze. You'll feel the fire from the niggas in my younger days. So many changed on me, so many tried to plot. That I keep a Glock beside my head, when will it stop? 'Til God return me to my essence. 'Cause even as an adolescent, I refused to be a convalescent. So many questions and they ask me if I'm still down. I moved up out of the ghetto, so I ain't real now? They got so much to say, but I'm just laughin' at cha. You niggas just don't know, but I ain't mad at cha. Hell nah, I ain't mad at cha. And I ain't mad at cha.",1,0,0,1,1,0,1,0,0
The Mission UK,Rock,Wasteland,God’s Own Medicine,,"Wasteland. I still believe in God. But God no longer believes in me. There's a crystal view from my window. And I can see years to come. I live for the burn and the sting of pleasure. I live for the sword, the steel, and the gun. I can tear down the walls, storm the barricades. Run to the place where the frightened crawl. Desire lurks beyond good and evil. So I dance on the graves where the hallowed fall. Over this land. All over this wasteland. You can touch, but please keep your distance. You're innocent and pure and with no shame. The spirit is willing, and the flesh is craved. You tease and you taunt with the pleasure of pain. Heaven and Hell, I know them well. But I haven't yet made my choice. I'm feeling scared 'cause I'm shouting loud. And no one can hear my voice. I'm walking the tightwire, can't look down. Strung out high, above you all. Fateful wind blows through this land. Howls my name, heralds my fall. All over this wasteland (x2).",0,0,0,1,1,1,1,0,1
The Who,Rock,Won’t Get Fooled Again,Who’s Next,1971.0,"Won’t Get Fooled Again. We'll be fighting in the streets. With our children at our feet. And the morals that they worship will be gone. And the men who spurred us on. Sit in judgment of all wrong. They decide and the shotgun sings the song. I'll tip my hat to the new constitution. Take a bow for the new revolution. Smile and grin at the change all around. Pick up my guitar and play. Just like yesterday. And I'll get on my knees and pray. We don't get fooled again. Don't get fooled again. Change it had to come. We knew it all along. We were liberated from the fold that's all. But the world looks just the same. And history ain't changed. Cause the banners, they all flown in the last war. Take a vow for the new revolution. No, no!. I'll move myself and my family aside. If we happen to be left half alive. I'll get all my papers and smile at the sky. For I know that the hypnotized never lie. Do ya? There's nothing in the street. Looks any different to me. And the slogans are replaced, by-the-bye. And the parting on the left. Is now the parting on the right. And the beards have all grown longer overnight. Then I'll get on my knees and pray. YEAAAAAAAAAH!!!!!!!!!!!!!!!!. Meet the new boss. Same as the old boss.",0,0,1,0,1,0,0,0,1
Dolly Parton,Country,Coat of Many Colors,Coat of Many Colors,1971.0,"Coat of Many Colors. Back through the years. I go wondering once again. Back to the seasons of my youth. I recall a box of rags that someone gave us. And how my mama put the rags to use. There were rags of many colors. Every piece was small. And I didn't have a coat. And it was way down in the fall. Mama sewed the rags together. Sewing every piece with love. She made my coat of many colors. That I was so proud of. As she sewed, she told a story. From the bible, she had read. About a coat of many colors. Joseph wore and then she said. Perhaps this coat will bring you. Good luck and happiness. And I just couldn't wait to wear it. And momma blessed it with a kiss. My coat of many colors. That my mama made for me. Made only from rags. But I wore it so proudly. Although we had no money. I was rich as I could be. In my coat of many colors. My mama made for me. So with patches on my britches. Holes in both my shoes. I hurried off to school. Just to find the others laughing. And making fun of me. And oh I couldn't understand it. For I felt I was rich. And I told them of the love. My mama sewed in every stitch. And I told them all the story. Mama told me while she sewed. And how my coat of many colors. Was worth more than all their clothes. But they didn't understand it. And I tried to make them see. That one is only poor. Only if they choose to be. Now I know we had no money. But I was rich as I could be. Made just for me.",1,0,0,1,0,1,0,1,0
Wu-Tang Clan,Hip-Hop,Bring Da Ruckus,Enter the Wu-Tang (36 Chambers),1993.0,"Bring Da Ruckus. ""Shaolin shadowboxing and the Wu-Tang sword style. If what you say is true, the Shaolin and the Wu-Tang could be dangerous. Do you think your Wu-Tang sword can defeat me?"". ""En garde, I'll let you try my Wu-Tang style."". Bring da motherfuckin' ruckus!. Bring da mother, bring da motherfuckin' ruckus!. Ghostface catch the blast of a hype verse. My Glock burst, leave in a hearse, I did worse. I come rough, tough like an elephant tusk. Your head rush, fly like Egyptian musk. Aww shit, Wu-Tang Clan spark the wicks, an'. However I master the trick just like Nixon. Causin' terror, quick damage your whole era. Hard rocks is locked the fuck up, or found shot. P.L.O. style, hazardous, 'cause I wreck this dangerous. I blow sparks like Waco, Texas. I watch my back like I'm locked down. Hardcore-hittin' sound. Watch me act bugged and tear down. Illiterate-type asshole, songs goin' gold. No doubt, and you watch a corny nigga fold. Yeah, they fake and all that, carryin' gats. But yo, my Clan rollin' like forty macks. Now you act convinced, I guess it makes sense. Wu-Tang, yo, soooo represent!. I wait for one to act up, now I got him backed up. Gun to his neck now, react what? And that's one in the chamber, Wu-Tang banger. 36 styles of danger. Bring da mother, bring da, bring da motherfuckin' ruckus!. So bring it on!. I rip it, hardcore like porno-flick bitches. I roll with groups of ghetto bastards with biscuits. Check it, my method on the microphone's bangin'. Wu-Tang slang'll leave your headpiece hangin'. Bust this, I'm kickin' like Seagal: Out for Justice. The roughness, yes, the rudeness, ruckus. Redrum, I verbally assault with the tongue. Murder One, my style shocks your knot like a stun gun. I'm hectic, I wreck it with the quickness. Set it on the microphone, and competition get blown. By this nasty-ass nigga with my nigga, the RZA. Charged like a bull and got pulled like a trigga. So bad, stabbin' up the pad with the vocab, crab. I scream on your ass like your dad, bring it on. Yo, I'm more rugged than slave man boots. New recruits, I'm fuckin' up MC troops. I break loose, and trample shit, while I stomp. A mudhole in that ass 'cause I'm straight out the swamp. Creepin' up on site, now it's Fright Night. My Wu-Tang slang is mad fuckin' dangerous. And more deadly than the stroke of an axe. Choppin' through your back *swish*. Givin' bystanders heart attacks. Niggas try to flip, tell me, who is him? I blow up his fuckin' prism, make it a vicious act of terrorism. You wanna bring it, so fuck it, come on and bring the ruckus!. And I provoke niggas to kick buckets. I'm wettin' cream, I ain't wettin' fame. Who sellin' 'caine? I'm givin' out a deadly game. It's not the Russian, it's the Wu-Tang crushin' roulette. Slip up and get fucked like Suzette. Bring da fuckin' ruckus!. So, bring it on!. So, bring it on, nigga!.",0,0,0,0,1,0,0,0,1
Miranda Lambert,Country,You Wouldn’t Know Me,The Weight of These Wings,2016.0,"You Wouldn’t Know Me. You wouldn't know me. If you saw me here. Wake up at your front door no more. You'll never know me by askin' how I been. You'll never keep up that way. Stop sign, stop sign. That's all she threw at me. 'Til I don't feel like home no more. Wings on fire, I caught outside of a brand new home. Buried in your heels. I told her. That's what I say. Bad news is better than what you've been handing me. What's gone wrong with you my friend. Promise me, promise me. Don't ask that of me now. Won't you just send me some word. I'm changing day to day, that's right. Well you wouldn't know me.",0,0,0,0,1,1,1,1,1
Wu-Tang Clan,Hip-Hop,Can It Be All So Simple / Intermission,Enter the Wu-Tang (36 Chambers),1993.0,"Can It Be All So Simple / Intermission. : Fuck yo, we gotta get this fucking loot baby. We gotta get this loot. Yo back, remember back in the days. When shit, everything was all smooth and calm and shit was like. : Smoke that bone, nigga. : Yo man, yo I'm doing it God, I'm doing it man. I'm saying, back in like in '70, fucking '79. : Everybody was on your line man. : Nah, '87, that was my favorite shit God. Polo shit, everything, everything was lovely. Yo get the fuck out the rain nigga. Oh shit, who the fuck is that? Ayo Ghost, ayo Rae, what's up with y'all niggas? Man, what the fuck you nigga, ah. Hey, you know, everybody's talking about the ""good old days,"" right? Everybody! The good old days. Well, let's talk about the good old days!. Know what I'm sayin'? Take you on this lyrical high real quick. 1993 exoticness, know what I'm sayin'? Let's get technical; where's your bone at? Get up on that shit, a'ight? Yo!. Started off on the island, aka Shaolin. Niggas wilin', gun shots thrown, the phone diallin'. Back in the days, I'm 8 now. Makin' a tape now, Rae gotta get a plate now. Ignorant and mad young, wanted to be the one. 'Til I got (Blaow! Blaow! Blaow!) felt one. Yeah, my pops was a fiend since 16. Shootin' that ""that's that shit!"" in his blood stream. That's the life of a grimy, real-life crimey. And niggas know that habit's behind me. Day one, yo, growin' all up in the ghetto. Now I'm a weed fiend jettin' to Palmetto. In Medina, yo, no doubt, the god got crazy clout. Pushin' the big joint from down South. So if you're filthy stacked up, better watch your back and duck. 'Cause these fiends, they got it cracked up. Now my man from up North, now he got the loft. It's solid as a rock and crazy salt. No jokes, I'm not playin', get his folks. Desert Eagle his dick and put him in a yoke. And to know for sure, I got reck and rip shop. I pointed a gat at his mother's knot. (Yo, Rae, don't do that shit, man! Don't do that shit!). Fuck that!. Dedicated to the winners and the losers. (Dedicated to all Jeeps and Land Cruisers). Can it be that it was all so simple then? Dedicated to the 5's, 850i's. (Dedicated to niggas who do drive-by's). Dedicated to the Lexus and the Ac's. (Dedicated to MPV's: phat!). Kickin' the fly cliches, doin' duets with Rae and A. Happens to make my day. Though I'm tired of bustin' off shots, havin' to rock knots. Runnin' up in spots and makin' shit hot. I'd rather flip shows instead of those. Hangin' on my livin' room wall, my first joint and it went gold!. I want to lamp, I want to be in the shade. Plus the spotlight, gettin' my dick rode all night. I want to have me a phat yacht. And enough land to go and plant my own sess crops. But for now it's just a big dream. 'Cause I find myself in a place where I'm last seen. My thoughts must be relaxed, be able to maintain. 'Cause times is changed and life is strange. The glorious days is gone and everybody's doin' bad. Yo, mad lives is up for grabs. Brothers passin' away, I gotta make wakes. Receivin' all types of calls from Upstate. Yo, I can't cope with the pressure, settlin' for lesser. The God left lessons on my dresser. So I can bloom and blossom, find a new way. To continue to make more hits with Rae and A. Sunshine plays a major part in the daytime. (Peace to mankind, Ghostface carry a black 9, nigga). Word up, it's all like that yeah. It's like this, I'ma start from the top. Inspectah Deck, he's like. He's like that dude that'll sit back and watch you. Play yourself and all that, right? And see you sit there and know you lyin'. And he'll take you to court after that. 'Cause he the Inspectah, that's why he the and. And also he the Rebel I.N.S.. You know what I'm sayin'? And Shallah Raekwon, he the Chef. He cookin' up some marvelous shit to get your mouth waterin'. On some ""oh shit"". Then, then it's, then it's the Method Man. It's like mad different methods to the way I do my shit. You gotta smoke a bean in here, anyhow. And I'm tellin' you, mine. Basically Method Man is like. Roll that shit, light that shit, smoke it. And then Baby U, he a psychopathic. He a psychopathic thinker. And and, then we got, then we got the Ol' Dirty Bastard. 'Cause there ain't no father to his style. That's why he the Ol' Dirty Bastard. Ghostface Killah, you know what I'm sayin'? He on some ""now you see me, now you don't"". And and, the RZA. He the sharpest motherfucka in the whole Clan. He always on point, razor sharp. With the beats, with the rhymes, whatever, any DJ. And the GZA, the G is just the Genius. He, he's the backbone of the whole shit. It's self-explanatory, Genius, word. He the head, let's put it that way. We form like Voltron, and GZA happen to be the head. You know what I'm sayin'? Yeah, yeah, that's cool. So what's like, I mean what's like. Your ultimate goal against in this in this industry? Domination, baby, fuck that. Can I say this one? Right now, right now, we still, we still. Feel like we ain't get what we want yet. When we get, when we get, when we get a little props. And really really get the way we gotta go. That's when you know it's on. 'Cause right about now, I ain't braggin' or nothin'. But yo, the Wu, the Wu got somethin'. That I know that everybody wanna hear. 'Cause I know I've been waitin' to hear. But straight up and down, 'til we get the goal. We gon' keep goin'. Yeah, 'cause we tryin' to do all this. We tryin' to make a business outta this, man. We ain't tryin' to-- know what I'm sayin'? Affiliate ourselves with them fake-ass A&Rs and all that. We tryin' to make our own shit. So that when our children, word. So that when our children, all our seeds and whatever. They got somethin' for theyselves right there. We ain't tryin' to hop in and hop out right quick. We out for the Gusto, and we gon' keep it raw. (Word).",0,0,0,1,1,0,0,0,0
Catatonia,Rock,Karaoke Queen,Equally Cursed and Blessed,1999.0,"Karaoke Queen. Tedium is overcome. From obscurity, through melody. And when I'm blind it helps me. See through your key. No one can touch, no need to rush. Presented by my alibi. When I'm down it brings me round. So easily. At eight o'clock, I take my leave. And when I'm done and dusted. Tonight I'm gonna be. I'll be a karaoke queen, it's not me you see. I'm gonna take you down to a place. I know you'd rather be. It's just a three minute song. It doesn't last very long. But it'll take you to a place I know you'd rather be. Hey you can dance. Oooh sha la la la la la la. Common sense has excuses. Recklessness, its uses. But don't go fusing silence with charisma. At nine o'clock you can count on me. And when I'm up I'm ready. Where you can dance. I'm doomed to fail. The stage gives way. It's an apostrophe to my legacy. But though I'm bruised. I'll happily do it all again. At 10 o'clock don't wait up for me. Coz when I'm up I'm ready. Matthew!. And you an dance if you want to. Show appreciation. But step up to the mic for the full sensation. And you can dance. And you can ooh la la la ooh sha la la la.",0,0,1,1,1,0,1,0,0
